Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
regional_emissions,WAF,1.817,2.0822,2.25825,1.89894,1.49443,1.38291,1.26494,0.938266,0.672042,0.624352,0.634052,0.570362,0.414338,0.171174,-0.153718,-0.548887,-0.971184,-1.36086,-1.65118,-1.78087,-1.72122,-1.44824,-0.92407,-0.0975546,1.10821,2.84592,5.50479
regional_emissions,EAF,0.283526,0.382021,0.465342,0.458594,0.411945,0.376512,0.356852,0.349117,0.355387,0.377357,0.415519,0.465602,0.515726,0.551286,0.550481,0.507981,0.451445,0.4072,0.388741,0.408224,0.474886,0.59739,0.786524,1.05641,1.42912,1.94812,2.72279
regional_emissions,SAF,0.507151,0.380364,0.253576,0.207104,0.173798,0.15013,0.126828,0.098802,0.0673523,0.0346958,0.00313843,-0.0259488,-0.0519448,-0.0745352,-0.0934679,-0.108573,-0.120117,-0.12769,-0.128863,-0.12122,-0.104039,-0.0765131,-0.0367189,0.0183655,0.0935834,0.198623,0.358387
regional_emissions,WEU,3.13174,2.3488,1.56587,1.08683,0.965962,0.897011,0.845817,0.788575,0.712628,0.616978,0.522674,0.442778,0.368205,0.295444,0.236081,0.196331,0.173913,0.170816,0.197821,0.265464,0.377835,0.539337,0.758951,1.05078,1.43793,1.96692,2.75793
regional_emissions,CEU,0.784933,0.5887,0.392466,0.284731,0.248176,0.212827,0.178875,0.147043,0.114552,0.0800709,0.0468517,0.0178815,-0.00609577,-0.0244521,-0.0376058,-0.0473842,-0.0544322,-0.0578804,-0.0560311,-0.0475047,-0.031964,-0.00896537,0.0227424,0.065283,0.122156,0.200476,0.318889
regional_emissions,TUR,0.435783,0.326837,0.314166,0.291679,0.267863,0.25097,0.240391,0.233635,0.225809,0.213819,0.199451,0.185021,0.172115,0.16137,0.15134,0.14125,0.132919,0.128297,0.128701,0.135042,0.147489,0.166379,0.19268,0.228021,0.275195,0.34,0.437705
regional_emissions,UKR,0.403864,0.302898,0.246318,0.244078,0.239971,0.220892,0.198817,0.182952,0.165745,0.141864,0.117496,0.0976596,0.0814645,0.0677023,0.0566693,0.0485365,0.0425567,0.0384615,0.0376017,0.0414071,0.0502617,0.0645457,0.0852577,0.113972,0.153194,0.207966,0.291389
regional_emissions,STAN,0.485141,0.4048,0.398014,0.3792,0.350413,0.317248,0.296984,0.299439,0.3019,0.287618,0.281935,0.304739,0.328639,0.327683,0.314758,0.306342,0.302065,0.298884,0.298076,0.301452,0.309104,0.32098,0.33776,0.360631,0.391437,0.433962,0.498228
regional_emissions,RUS,1.8782,1.40865,1.22547,1.12593,1.02676,0.939059,0.863955,0.801685,0.753253,0.714876,0.668405,0.605241,0.54814,0.515064,0.49469,0.474675,0.457387,0.447813,0.448702,0.461769,0.487428,0.526497,0.581108,0.654856,0.753853,0.89072,1.09866
regional_emissions,ME,2.00627,1.5047,1.36144,1.35569,1.36427,1.35845,1.34864,1.34628,1.33772,1.31032,1.26965,1.22541,1.18891,1.16654,1.14993,1.13303,1.12472,1.13607,1.17395,1.24355,1.34825,1.49247,1.68328,1.9315,2.25569,2.69339,3.34118
regional_emissions,INDIA,2.77719,2.42467,2.57777,2.63324,2.6819,2.77,2.83685,2.83278,2.76055,2.62343,2.40652,2.11737,1.8005,1.48777,1.1878,0.912536,0.676376,0.495221,0.406945,0.449735,0.635279,0.975099,1.49636,2.24017,3.27074,4.71638,6.90678
regional_emissions,KOR,0.784572,0.588429,0.392286,0.248419,0.189606,0.139554,0.0959969,0.0582074,0.026209,-0.000194886,-0.0215322,-0.0380109,-0.0497554,-0.0574289,-0.0617442,-0.0634199,-0.0631426,-0.0610695,-0.0564438,-0.0484913,-0.037059,-0.0219313,-0.00238153,0.0228545,0.0558456,0.100762,0.168528
regional_emissions,CHN,11.3913,8.54349,5.69566,2.84783,1.33044,0.307643,-0.571678,-1.2762,-1.81826,-2.2214,-2.4806,-2.59557,-2.60996,-2.58159,-2.53598,-2.48091,-2.40688,-2.29856,-2.15127,-1.96341,-1.7327,-1.45404,-1.117,-0.703023,-0.180021,0.516554,1.55534
regional_emissions,SEAS,1.51417,1.23186,1.28178,1.25326,1.17228,1.06871,0.983656,0.937014,0.892795,0.825933,0.756319,0.696057,0.623375,0.531083,0.449569,0.396949,0.361583,0.336632,0.334181,0.367716,0.44177,0.560294,0.731788,0.968906,1.29108,1.7367,2.40399
regional_emissions,INDO,1.63506,1.22629,1.05198,0.968956,0.872949,0.749631,0.632292,0.542511,0.465605,0.387744,0.304683,0.219357,0.140459,0.0714724,0.0114163,-0.0394607,-0.0817831,-0.11485,-0.130999,-0.122056,-0.0856887,-0.0197472,0.081216,0.225475,0.425753,0.707419,1.13585
regional_emissions,JAP,1.06462,0.798468,0.532312,0.266156,0.0955952,0.0511755,0.01066,-0.0276098,-0.0638053,-0.0967564,-0.124365,-0.14548,-0.162153,-0.177392,-0.190632,-0.200085,-0.205976,-0.208506,-0.205399,-0.194082,-0.17378,-0.143685,-0.101735,-0.0446815,0.0325692,0.140144,0.304187
regional_emissions,OCE,0.388396,0.291297,0.194198,0.097099,9.86088e-08,-0.0868217,-0.114911,-0.130987,-0.14632,-0.178406,-0.212799,-0.225461,-0.227771,-0.24184,-0.263547,-0.281588,-0.29518,-0.305518,-0.309773,-0.30473,-0.289611,-0.263707,-0.225057,-0.170637,-0.0956685,0.0094772,0.169653
regional_emissions,RSAS,0.417044,0.438146,0.51561,0.584509,0.655338,0.737568,0.834653,0.942895,1.04043,1.11088,1.16149,1.20048,1.22705,1.24028,1.241,1.23174,1.2215,1.22404,1.25524,1.33161,1.46519,1.66763,1.95403,2.34461,2.87091,3.59423,4.66815
regional_emissions,RSAF,0.786528,0.598651,0.632858,0.882427,1.07432,0.965399,0.768768,0.606673,0.554123,0.579665,0.645218,0.715296,0.764863,0.783106,0.784196,0.781393,0.780346,0.788425,0.813417,0.862445,0.941193,1.05546,1.21244,1.42191,1.69975,2.07699,2.63103
baseline,CAN,0.511577,0.52167,0.547763,0.581413,0.594306,0.567937,0.542928,0.559884,0.600207,0.634257,0.647446,0.633692,0.605914,0.581114,0.573631,0.591655,0.62143,0.647458,0.669228,0.689289,0.707467,0.72308,0.736146,0.746839,0.755265,0.761405,0.764825
baseline,USA,5.39382,5.17224,4.9841,4.9472,5.01385,5.10596,5.18926,5.24312,5.2575,5.23023,5.18002,5.1344,5.13521,5.20926,5.30894,5.38353,5.44441,5.51187,5.57987,5.63841,5.68824,5.73203,5.76951,5.79994,5.8237,5.84107,5.85079
baseline,MEX,0.572878,0.588908,0.621429,0.675739,0.726442,0.750348,0.763798,0.788,0.824108,0.866544,0.902858,0.922819,0.931942,0.939962,0.957754,0.992513,1.03559,1.07654,1.11344,1.14649,1.17571,1.20103,1.22241,1.23986,1.25355,1.26354,1.26912
baseline,RCAM,0.302334,0.319572,0.339746,0.358329,0.384785,0.429758,0.494634,0.5762,0.662097,0.739931,0.806294,0.861178,0.909188,0.95474,0.996896,1.03446,1.07058,1.10808,1.14426,1.17588,1.2032,1.22708,1.24741,1.26394,1.27688,1.28633,1.29162
baseline,BRA,1.57743,1.61116,1.70202,1.91526,2.14246,2.25251,2.1973,1.97715,1.703,1.5032,1.46498,1.60748,1.71852,1.61376,1.45166,1.41593,1.44855,1.45611,1.44543,1.44164,1.44294,1.44258,1.44107,1.44019,1.43982,1.43947,1.4392
baseline,RSAM,1.38348,1.54193,1.63386,1.63938,1.7118,1.96297,2.16572,2.1061,1.96226,1.94931,2.03828,2.14532,2.21099,2.20343,2.17635,2.18657,2.21749,2.24131,2.25863,2.27551,2.29154,2.30508,2.31622,2.3254,2.33267,2.33797,2.3409
baseline,NAF,0.583268,0.654534,0.714995,0.759129,0.786486,0.803295,0.837452,0.912309,1.01137,1.11042,1.19415,1.25503,1.3078,1.36865,1.4373,1.50995,1.58509,1.66104,1.73289,1.79613,1.85112,1.89907,1.9398,1.97295,1.99892,2.01788,2.02848
baseline,WAF,1.817,2.71426,3.17501,2.8918,2.47973,2.52652,2.58774,2.2007,1.86176,2.12201,2.79241,3.55913,4.34925,5.15389,5.9795,6.83379,7.71426,8.60531,9.44903,10.1915,10.8368,11.3996,11.8777,12.2668,12.5716,12.7942,12.9186
baseline,EAF,0.283526,0.457412,0.583739,0.603844,0.57115,0.552883,0.559408,0.58963,0.653478,0.764594,0.940444,1.19516,1.5257,1.91392,2.29846,2.62812,2.93544,3.25834,3.57242,3.84619,4.08201,4.28835,4.46419,4.60716,4.71899,4.80068,4.84638
baseline,SAF,0.507151,0.55142,0.57351,0.580101,0.595682,0.639852,0.694836,0.738003,0.764661,0.775819,0.777349,0.775616,0.774099,0.77494,0.777805,0.781802,0.786265,0.790655,0.794725,0.798333,0.801493,0.80424,0.806568,0.808465,0.809952,0.811038,0.811644
baseline,WEU,3.13174,2.99797,2.88469,2.82868,2.8725,3.04096,3.28211,3.52721,3.71718,3.81997,3.90227,4.02298,4.1113,4.10354,4.09409,4.1809,4.31803,4.43935,4.54198,4.63614,4.72113,4.79424,4.8555,4.90562,4.94508,4.97384,4.98987
baseline,CEU,0.784933,0.762347,0.745368,0.763456,0.797259,0.8223,0.842412,0.86469,0.88096,0.882262,0.871783,0.853642,0.823541,0.780111,0.742087,0.726163,0.720734,0.711215,0.69938,0.689852,0.682297,0.675473,0.669484,0.664666,0.660943,0.658211,0.656672
baseline,TUR,0.435783,0.492239,0.52996,0.54215,0.545496,0.558791,0.585767,0.624143,0.66265,0.69081,0.710299,0.725765,0.741595,0.759477,0.770554,0.767166,0.756966,0.749101,0.743378,0.737799,0.732507,0.728035,0.724354,0.721323,0.718919,0.717171,0.716201
baseline,UKR,0.403864,0.401692,0.415451,0.46025,0.50401,0.516025,0.518264,0.535479,0.550878,0.544911,0.528551,0.516616,0.508792,0.502243,0.499172,0.501742,0.50692,0.511233,0.514668,0.517894,0.520866,0.523404,0.525515,0.527246,0.528614,0.52961,0.530164
baseline,STAN,0.485141,0.518309,0.546231,0.555222,0.543363,0.51735,0.506576,0.531946,0.557733,0.553108,0.563493,0.629965,0.69998,0.717489,0.70605,0.700334,0.699875,0.697421,0.693701,0.690867,0.688762,0.68681,0.685057,0.683658,0.682587,0.681799,0.681353
baseline,RUS,1.8782,1.99533,2.08462,2.12199,2.11877,2.0949,2.06921,2.05925,2.07853,2.12469,2.13591,2.06453,1.97899,1.95072,1.94692,1.92212,1.88422,1.85038,1.82151,1.79511,1.77135,1.75089,1.73373,1.71969,1.70865,1.70059,1.6961
baseline,ME,2.00627,2.10534,2.21721,2.39215,2.58611,2.74985,2.90768,3.08874,3.2679,3.41487,3.53286,3.63707,3.7568,3.91259,4.07565,4.21567,4.34561,4.48237,4.61556,4.73161,4.83153,4.91897,4.99351,5.0541,5.10149,5.13611,5.15548
baseline,INDIA,2.77719,3.39385,3.97614,4.48822,5.05754,5.80403,6.65448,7.51087,8.36932,9.22429,9.96951,10.5163,10.9464,11.3496,11.6761,11.8729,12.0136,12.1787,12.3511,12.4977,12.6211,12.73,12.8236,12.8994,12.9586,13.0018,13.0261
baseline,KOR,0.784572,0.832646,0.861087,0.859126,0.839708,0.818114,0.795251,0.768958,0.739179,0.705927,0.667399,0.622893,0.577913,0.538754,0.508661,0.48843,0.472114,0.45394,0.435566,0.419764,0.406328,0.394514,0.3844,0.37619,0.369781,0.365095,0.362471
baseline,CHN,11.3913,12.3409,12.977,13.2454,13.25,13.1047,12.805,12.3279,11.6962,10.9412,10.0828,9.1585,8.28772,7.58632,7.07358,6.72509,6.43847,6.12182,5.80336,5.52898,5.29528,5.08992,4.91421,4.77156,4.66017,4.57874,4.53315
baseline,SEAS,1.51417,1.81039,2.07059,2.22389,2.28259,2.2905,2.33417,2.47726,2.64915,2.77619,2.90709,3.08594,3.2161,3.21587,3.20421,3.30573,3.46719,3.60977,3.73018,3.84072,3.94056,4.02642,4.09835,4.1572,4.20355,4.23733,4.25615
baseline,INDO,1.63506,1.70037,1.76219,1.8435,1.8944,1.87365,1.84736,1.88564,1.96713,2.04999,2.10178,2.1055,2.09651,2.11158,2.14079,2.16703,2.19098,2.21636,2.24117,2.26276,2.28133,2.29758,2.31144,2.32271,2.33152,2.33795,2.34156
baseline,JAP,1.06462,1.01508,0.976594,0.95715,0.954205,0.962775,0.978633,0.996282,1.00439,0.993171,0.964772,0.926124,0.891273,0.87163,0.860933,0.850437,0.839121,0.827853,0.81731,0.807993,0.799861,0.792781,0.786775,0.781883,0.77805,0.775252,0.773688
baseline,OCE,0.388396,0.370183,0.367532,0.419941,0.489457,0.527619,0.521411,0.478493,0.453802,0.489184,0.526855,0.508869,0.476266,0.478661,0.500997,0.518489,0.532114,0.547517,0.563232,0.576705,0.588126,0.59818,0.606796,0.613788,0.619243,0.623233,0.625467
baseline,RSAS,0.417044,0.539085,0.668519,0.798955,0.944922,1.12495,1.35264,1.63227,1.93571,2.23669,2.54868,2.88994,3.25806,3.64735,4.0597,4.49668,4.95106,5.40943,5.84242,6.22377,6.55551,6.84473,7.09033,7.29027,7.44687,7.56123,7.62514
baseline,RSAF,0.786528,0.718094,0.787644,1.13764,1.43626,1.3616,1.10586,0.936728,0.909927,1.01939,1.22387,1.47408,1.72357,1.94114,2.15382,2.39309,2.65,2.90621,3.14617,3.35816,3.5431,3.70417,3.84081,3.95208,4.03928,4.10294,4.13851
relative_abatement,CAN,0,0.264511,0.53303,0.763702,0.818258,0.864941,0.904938,0.937666,0.966398,0.994642,1.0224,1.0487,1.0723,1.0921,1.10802,1.1201,1.12759,1.12909,1.12245,1.1059,1.07895,1.04078,0.989452,0.921733,0.832138,0.709526,0.525045
relative_abatement,USA,0,0.217869,0.458897,0.727431,0.950027,0.993621,1.02947,1.05919,1.0842,1.10571,1.12342,1.13676,1.14567,1.15023,1.15058,1.14676,1.13853,1.12525,1.10563,1.07845,1.0431,0.998656,0.943273,0.873923,0.78541,0.667285,0.492638
relative_abatement,MEX,0,0.270416,0.539064,0.653262,0.717883,0.777713,0.835388,0.891227,0.944737,0.99555,1.04361,1.08874,1.13055,1.16853,1.20206,1.23038,1.25263,1.26734,1.27128,1.26168,1.23815,1.20006,1.14522,1.06991,0.967881,0.826317,0.611694
relative_abatement,RCAM,0,0.290456,0.441689,0.512549,0.576897,0.638218,0.698315,0.757332,0.815223,0.872017,0.927466,0.981132,1.0324,1.08057,1.12499,1.16483,1.19863,1.22435,1.23835,1.23767,1.222,1.1908,1.14184,1.0713,0.972829,0.833344,0.618615
relative_abatement,BRA,0,0.265701,0.5366,0.794098,1,1.13517,1.20757,1.27967,1.34946,1.41395,1.47153,1.5217,1.56813,1.61435,1.65643,1.68933,1.71428,1.73256,1.73925,1.72892,1.70031,1.65218,1.58089,1.48074,1.34272,1.14868,0.851584
relative_abatement,RSAM,0,0.327066,0.576621,0.789023,1,1.14189,1.22303,1.30459,1.38423,1.45782,1.52496,1.58661,1.64384,1.69701,1.74394,1.78237,1.81241,1.83335,1.84033,1.82872,1.79755,1.74563,1.66945,1.5632,1.41746,1.213,0.89997
relative_abatement,NAF,0,0.19762,0.239759,0.27812,0.312534,0.344575,0.375303,0.404941,0.433506,0.46094,0.48666,0.510118,0.531161,0.549628,0.565319,0.578079,0.587813,0.59403,0.595149,0.589797,0.577801,0.558905,0.532109,0.495723,0.446936,0.379967,0.279734
relative_abatement,WAF,0,0.232868,0.288744,0.343336,0.397341,0.45264,0.511178,0.573651,0.639029,0.705773,0.772938,0.839747,0.904733,0.966787,1.02571,1.08032,1.12589,1.15814,1.17475,1.17474,1.15883,1.12704,1.0778,1.00795,0.911848,0.777561,0.573885
relative_abatement,EAF,0,0.164822,0.202825,0.240543,0.278743,0.319001,0.362091,0.407906,0.456161,0.50646,0.558168,0.610427,0.661973,0.711959,0.7605,0.806713,0.846209,0.875028,0.891183,0.893863,0.883664,0.860695,0.823815,0.770703,0.697155,0.5942,0.438181
relative_abatement,SAF,0,0.310211,0.557852,0.642985,0.708237,0.765367,0.81747,0.866122,0.911919,0.955279,0.995963,1.03346,1.0671,1.09618,1.12017,1.13887,1.15277,1.1615,1.16215,1.15184,1.12981,1.09514,1.04552,0.977283,0.884458,0.7551,0.558444
relative_abatement,WEU,0,0.216537,0.457181,0.615783,0.663721,0.705024,0.742295,0.776431,0.808288,0.838486,0.866059,0.889938,0.910441,0.928003,0.942336,0.953041,0.959724,0.961522,0.956446,0.94274,0.919969,0.887503,0.843693,0.785801,0.709221,0.604548,0.447294
relative_abatement,CEU,0,0.22778,0.473459,0.62705,0.688714,0.741181,0.787663,0.829948,0.86997,0.909244,0.946258,0.979053,1.0074,1.03134,1.05068,1.06525,1.07552,1.08138,1.08012,1.06886,1.04685,1.01327,0.96603,0.901781,0.81518,0.695423,0.514386
relative_abatement,TUR,0,0.336019,0.40719,0.461996,0.508955,0.55087,0.589612,0.625671,0.659233,0.690481,0.719201,0.745068,0.767912,0.787524,0.803597,0.81588,0.824406,0.828732,0.82687,0.816966,0.798652,0.771468,0.733997,0.683885,0.61721,0.525915,0.388852
relative_abatement,UKR,0,0.245943,0.407107,0.469683,0.523875,0.571935,0.616379,0.65834,0.699125,0.739656,0.777701,0.810963,0.839886,0.8652,0.886473,0.903264,0.916048,0.924767,0.92694,0.920047,0.903504,0.876681,0.837763,0.783835,0.710198,0.607323,0.450379
