Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
regional_emissions,WAF,1.817,1.94631,2.06194,1.68642,1.28069,1.13403,0.980674,0.670906,0.42509,0.32211,0.213275,0.0100157,-0.292042,-0.732809,-1.18706,-1.6413,-2.09555,-2.5498,-2.91646,-2.92596,-2.61859,-1.97533,-2.10687,-2.21451,-1.58362,0.445567,3.65494
regional_emissions,EAF,0.283526,0.365424,0.439257,0.426622,0.376514,0.337125,0.312185,0.297022,0.2923,0.297616,0.310769,0.325175,0.329177,0.311147,0.247126,0.176248,0.10537,0.0345059,0.0144269,0.0693277,0.209173,0.440387,0.438888,0.437631,0.645547,1.25283,2.18984
regional_emissions,SAF,0.507151,0.380363,0.253576,0.135263,0.0929711,0.0575934,0.0226555,-0.014771,-0.0525515,-0.0886244,-0.121415,-0.150316,-0.17508,-0.195561,-0.211248,-0.221652,-0.226775,-0.225749,-0.21526,-0.191711,-0.152928,-0.0986226,-0.0996289,-0.100552,-0.0583938,0.0642777,0.25459
regional_emissions,WEU,3.13174,2.3488,1.56587,0.782934,0.571466,0.456471,0.357303,0.255506,0.147047,0.0350101,-0.0682933,-0.157044,-0.230119,-0.282665,-0.315561,-0.333664,-0.330802,-0.294629,-0.210619,-0.0643552,0.154902,0.448501,0.467813,0.483718,0.709012,1.32625,2.2646
regional_emissions,CEU,0.784933,0.5887,0.392466,0.196234,0.135824,0.0891428,0.047342,0.00876982,-0.0283757,-0.0643924,-0.0962846,-0.121422,-0.138472,-0.146779,-0.149629,-0.151112,-0.149926,-0.143007,-0.128414,-0.104519,-0.0699309,-0.0247543,-0.0245648,-0.0244725,0.00851411,0.101554,0.24326
regional_emissions,TUR,0.435783,0.326837,0.268946,0.2395,0.209699,0.186741,0.169905,0.156216,0.14215,0.125878,0.109088,0.0936415,0.0806765,0.0707295,0.0634968,0.05902,0.058189,0.0621794,0.0728233,0.0918081,0.120022,0.157187,0.157609,0.15806,0.185633,0.262449,0.37873
regional_emissions,UKR,0.403864,0.302898,0.211595,0.200472,0.187026,0.162276,0.136884,0.116698,0.0958858,0.0713117,0.0481505,0.029825,0.0154003,0.0039443,-0.00443007,-0.00967581,-0.0120763,-0.0113411,-0.00570947,0.00675407,0.0271548,0.0555635,0.0549707,0.0544252,0.0764414,0.140409,0.239271
regional_emissions,STAN,0.485141,0.380758,0.366683,0.342117,0.309411,0.274694,0.253169,0.252059,0.251375,0.236925,0.230223,0.247753,0.266897,0.266367,0.25691,0.252217,0.25207,0.254097,0.259804,0.271269,0.289109,0.312929,0.312703,0.312559,0.330406,0.380964,0.457835
regional_emissions,RUS,1.8782,1.40865,1.05699,0.933825,0.816039,0.716944,0.636781,0.570453,0.516938,0.472178,0.424893,0.371889,0.328574,0.305422,0.294733,0.288693,0.288873,0.299092,0.323021,0.363886,0.423767,0.502261,0.500947,0.499799,0.556838,0.719505,0.967818
regional_emissions,ME,2.00627,1.5047,1.18393,1.14221,1.11162,1.07197,1.03435,1.00453,0.97142,0.925311,0.871976,0.820226,0.77877,0.752548,0.737253,0.730798,0.742084,0.782799,0.863976,0.995731,1.18635,1.43728,1.46669,1.49156,1.68443,2.19306,2.95775
regional_emissions,INDIA,2.77719,2.21609,2.27839,2.23901,2.17476,2.1246,2.04076,1.88108,1.65245,1.36093,1.00941,0.622398,0.237232,-0.123303,-0.439538,-0.689047,-0.864737,-0.954677,-0.904843,-0.655795,-0.17641,0.536075,0.492125,0.455835,1.03455,2.75323,5.40955
regional_emissions,KOR,0.784572,0.588429,0.392286,0.196143,0.0681161,0.0141652,-0.0299445,-0.0661689,-0.0946555,-0.115963,-0.130625,-0.138895,-0.141757,-0.140809,-0.137163,-0.131549,-0.123845,-0.113466,-0.0995851,-0.0812485,-0.057676,-0.0290074,-0.0280412,-0.0272971,-0.00773294,0.0458146,0.126742
regional_emissions,CHN,11.3913,8.54349,5.69566,2.84783,-4.49427e-08,-2.10102,-3.01355,-3.68181,-4.12982,-4.39758,-4.48655,-4.40422,-4.21853,-4.01041,-3.80857,-3.61513,-3.4038,-3.14567,-2.83655,-2.47355,-2.04467,-1.55065,-1.50252,-1.46472,-1.14391,-0.311926,0.926673
regional_emissions,SEAS,1.51417,1.13563,1.12,1.05649,0.946814,0.821958,0.717033,0.641839,0.567899,0.478751,0.38916,0.30668,0.221806,0.137308,0.0700078,0.0251586,-0.000691874,-0.00382763,0.0315511,0.12256,0.279657,0.504812,0.512269,0.520168,0.7057,1.22315,2.01255
regional_emissions,INDO,1.63506,1.22629,0.908624,0.795328,0.670618,0.528637,0.398947,0.292274,0.195882,0.100893,0.00744964,-0.0789637,-0.15416,-0.219264,-0.273325,-0.313359,-0.339692,-0.351034,-0.337062,-0.286149,-0.192239,-0.0547454,-0.0615757,-0.0663618,0.0459479,0.37458,0.88195
regional_emissions,JAP,1.06462,0.798468,0.532312,0.266156,7.55072e-08,-0.123325,-0.16929,-0.211638,-0.248842,-0.27855,-0.299134,-0.310554,-0.317186,-0.323795,-0.328573,-0.328214,-0.322672,-0.311952,-0.293064,-0.262339,-0.217543,-0.158507,-0.159008,-0.159575,-0.115836,0.00981894,0.203741
regional_emissions,OCE,0.388396,0.291297,0.194198,0.097099,-7.82875e-09,-0.097099,-0.194198,-0.238657,-0.249641,-0.288646,-0.329749,-0.337723,-0.33171,-0.343248,-0.364951,-0.380622,-0.389417,-0.392962,-0.387327,-0.367852,-0.332386,-0.280757,-0.282234,-0.283398,-0.241781,-0.11998,0.0693623
regional_emissions,RSAS,0.417044,0.415997,0.482003,0.53746,0.591257,0.651858,0.721982,0.79635,0.855439,0.885646,0.893749,0.887218,0.866984,0.834531,0.792506,0.745975,0.709264,0.703376,0.754386,0.889526,1.13036,1.486,1.51192,1.53239,1.83307,2.67339,3.96087
regional_emissions,RSAF,0.786528,0.589896,0.599227,0.827377,0.995808,0.885751,0.689119,0.53648,0.48009,0.490658,0.531818,0.57197,0.591075,0.582593,0.55918,0.532445,0.512136,0.511258,0.542957,0.619677,0.752051,0.944571,0.96629,0.983989,1.14551,1.58507,2.25354
baseline,CAN,0.511577,0.52167,0.547763,0.581413,0.594306,0.567937,0.542928,0.559884,0.600207,0.634257,0.647446,0.633692,0.605914,0.581114,0.573631,0.591655,0.62143,0.647458,0.669228,0.689289,0.707467,0.72308,0.736146,0.746839,0.755265,0.761405,0.764825
baseline,USA,5.39382,5.17224,4.9841,4.9472,5.01385,5.10596,5.18926,5.24312,5.2575,5.23023,5.18002,5.1344,5.13521,5.20926,5.30894,5.38353,5.44441,5.51187,5.57987,5.63841,5.68824,5.73203,5.76951,5.79994,5.8237,5.84107,5.85079
baseline,MEX,0.572878,0.588908,0.621429,0.675739,0.726442,0.750348,0.763798,0.788,0.824108,0.866544,0.902858,0.922819,0.931942,0.939962,0.957754,0.992513,1.03559,1.07654,1.11344,1.14649,1.17571,1.20103,1.22241,1.23986,1.25355,1.26354,1.26912
baseline,RCAM,0.302334,0.319572,0.339746,0.358329,0.384785,0.429758,0.494634,0.5762,0.662097,0.739931,0.806294,0.861178,0.909188,0.95474,0.996896,1.03446,1.07058,1.10808,1.14426,1.17588,1.2032,1.22708,1.24741,1.26394,1.27688,1.28633,1.29162
baseline,BRA,1.57743,1.61116,1.70202,1.91526,2.14246,2.25251,2.1973,1.97715,1.703,1.5032,1.46498,1.60748,1.71852,1.61376,1.45166,1.41593,1.44855,1.45611,1.44543,1.44164,1.44294,1.44258,1.44107,1.44019,1.43982,1.43947,1.4392
baseline,RSAM,1.38348,1.54193,1.63386,1.63938,1.7118,1.96297,2.16572,2.1061,1.96226,1.94931,2.03828,2.14532,2.21099,2.20343,2.17635,2.18657,2.21749,2.24131,2.25863,2.27551,2.29154,2.30508,2.31622,2.3254,2.33267,2.33797,2.3409
baseline,NAF,0.583268,0.654534,0.714995,0.759129,0.786486,0.803295,0.837452,0.912309,1.01137,1.11042,1.19415,1.25503,1.3078,1.36865,1.4373,1.50995,1.58509,1.66104,1.73289,1.79613,1.85112,1.89907,1.9398,1.97295,1.99892,2.01788,2.02848
baseline,WAF,1.817,2.71426,3.17501,2.8918,2.47973,2.52652,2.58774,2.2007,1.86176,2.12201,2.79241,3.55913,4.34925,5.15389,5.9795,6.83379,7.71426,8.60531,9.44903,10.1915,10.8368,11.3996,11.8777,12.2668,12.5716,12.7942,12.9186
baseline,EAF,0.283526,0.457412,0.583739,0.603844,0.57115,0.552883,0.559408,0.58963,0.653478,0.764594,0.940444,1.19516,1.5257,1.91392,2.29846,2.62812,2.93544,3.25834,3.57242,3.84619,4.08201,4.28835,4.46419,4.60716,4.71899,4.80068,4.84638
baseline,SAF,0.507151,0.55142,0.57351,0.580101,0.595682,0.639852,0.694836,0.738003,0.764661,0.775819,0.777349,0.775616,0.774099,0.77494,0.777805,0.781802,0.786265,0.790655,0.794725,0.798333,0.801493,0.80424,0.806568,0.808465,0.809952,0.811038,0.811644
baseline,WEU,3.13174,2.99797,2.88469,2.82868,2.8725,3.04096,3.28211,3.52721,3.71718,3.81997,3.90227,4.02298,4.1113,4.10354,4.09409,4.1809,4.31803,4.43935,4.54198,4.63614,4.72113,4.79424,4.8555,4.90562,4.94508,4.97384,4.98987
baseline,CEU,0.784933,0.762347,0.745368,0.763456,0.797259,0.8223,0.842412,0.86469,0.88096,0.882262,0.871783,0.853642,0.823541,0.780111,0.742087,0.726163,0.720734,0.711215,0.69938,0.689852,0.682297,0.675473,0.669484,0.664666,0.660943,0.658211,0.656672
baseline,TUR,0.435783,0.492239,0.52996,0.54215,0.545496,0.558791,0.585767,0.624143,0.66265,0.69081,0.710299,0.725765,0.741595,0.759477,0.770554,0.767166,0.756966,0.749101,0.743378,0.737799,0.732507,0.728035,0.724354,0.721323,0.718919,0.717171,0.716201
baseline,UKR,0.403864,0.401692,0.415451,0.46025,0.50401,0.516025,0.518264,0.535479,0.550878,0.544911,0.528551,0.516616,0.508792,0.502243,0.499172,0.501742,0.50692,0.511233,0.514668,0.517894,0.520866,0.523404,0.525515,0.527246,0.528614,0.52961,0.530164
baseline,STAN,0.485141,0.518309,0.546231,0.555222,0.543363,0.51735,0.506576,0.531946,0.557733,0.553108,0.563493,0.629965,0.69998,0.717489,0.70605,0.700334,0.699875,0.697421,0.693701,0.690867,0.688762,0.68681,0.685057,0.683658,0.682587,0.681799,0.681353
baseline,RUS,1.8782,1.99533,2.08462,2.12199,2.11877,2.0949,2.06921,2.05925,2.07853,2.12469,2.13591,2.06453,1.97899,1.95072,1.94692,1.92212,1.88422,1.85038,1.82151,1.79511,1.77135,1.75089,1.73373,1.71969,1.70865,1.70059,1.6961
baseline,ME,2.00627,2.10534,2.21721,2.39215,2.58611,2.74985,2.90768,3.08874,3.2679,3.41487,3.53286,3.63707,3.7568,3.91259,4.07565,4.21567,4.34561,4.48237,4.61556,4.73161,4.83153,4.91897,4.99351,5.0541,5.10149,5.13611,5.15548
baseline,INDIA,2.77719,3.39385,3.97614,4.48822,5.05754,5.80403,6.65448,7.51087,8.36932,9.22429,9.96951,10.5163,10.9464,11.3496,11.6761,11.8729,12.0136,12.1787,12.3511,12.4977,12.6211,12.73,12.8236,12.8994,12.9586,13.0018,13.0261
baseline,KOR,0.784572,0.832646,0.861087,0.859126,0.839708,0.818114,0.795251,0.768958,0.739179,0.705927,0.667399,0.622893,0.577913,0.538754,0.508661,0.48843,0.472114,0.45394,0.435566,0.419764,0.406328,0.394514,0.3844,0.37619,0.369781,0.365095,0.362471
baseline,CHN,11.3913,12.3409,12.977,13.2454,13.25,13.1047,12.805,12.3279,11.6962,10.9412,10.0828,9.1585,8.28772,7.58632,7.07358,6.72509,6.43847,6.12182,5.80336,5.52898,5.29528,5.08992,4.91421,4.77156,4.66017,4.57874,4.53315
baseline,SEAS,1.51417,1.81039,2.07059,2.22389,2.28259,2.2905,2.33417,2.47726,2.64915,2.77619,2.90709,3.08594,3.2161,3.21587,3.20421,3.30573,3.46719,3.60977,3.73018,3.84072,3.94056,4.02642,4.09835,4.1572,4.20355,4.23733,4.25615
baseline,INDO,1.63506,1.70037,1.76219,1.8435,1.8944,1.87365,1.84736,1.88564,1.96713,2.04999,2.10178,2.1055,2.09651,2.11158,2.14079,2.16703,2.19098,2.21636,2.24117,2.26276,2.28133,2.29758,2.31144,2.32271,2.33152,2.33795,2.34156
baseline,JAP,1.06462,1.01508,0.976594,0.95715,0.954205,0.962775,0.978633,0.996282,1.00439,0.993171,0.964772,0.926124,0.891273,0.87163,0.860933,0.850437,0.839121,0.827853,0.81731,0.807993,0.799861,0.792781,0.786775,0.781883,0.77805,0.775252,0.773688
baseline,OCE,0.388396,0.370183,0.367532,0.419941,0.489457,0.527619,0.521411,0.478493,0.453802,0.489184,0.526855,0.508869,0.476266,0.478661,0.500997,0.518489,0.532114,0.547517,0.563232,0.576705,0.588126,0.59818,0.606796,0.613788,0.619243,0.623233,0.625467
baseline,RSAS,0.417044,0.539085,0.668519,0.798955,0.944922,1.12495,1.35264,1.63227,1.93571,2.23669,2.54868,2.88994,3.25806,3.64735,4.0597,4.49668,4.95106,5.40943,5.84242,6.22377,6.55551,6.84473,7.09033,7.29027,7.44687,7.56123,7.62514
baseline,RSAF,0.786528,0.718094,0.787644,1.13764,1.43626,1.3616,1.10586,0.936728,0.909927,1.01939,1.22387,1.47408,1.72357,1.94114,2.15382,2.39309,2.65,2.90621,3.14617,3.35816,3.5431,3.70417,3.84081,3.95208,4.03928,4.10294,4.13851
relative_abatement,CAN,0,0.264511,0.53303,0.780029,0.969064,1.0241,1.06887,1.10298,1.13092,1.15791,1.18437,1.20918,1.23035,1.24605,1.2557,1.25912,1.25571,1.24389,1.22065,1.18304,1.12903,1.05859,1.05483,1.05172,0.999584,0.856383,0.638076
relative_abatement,USA,0,0.217869,0.458897,0.727431,1,1.17522,1.21303,1.24318,1.26734,1.28711,1.30207,1.31131,1.31457,1.31182,1.30327,1.28897,1.26843,1.24061,1.2035,1.15487,1.09264,1.01674,1.00699,0.999055,0.945478,0.806971,0.599748
relative_abatement,MEX,0,0.270416,0.539064,0.788038,0.866826,0.938179,1.00415,1.06644,1.12446,1.17807,1.22748,1.27259,1.31278,1.34728,1.37509,1.39514,1.40634,1.40678,1.39217,1.35836,1.30322,1.22715,1.22795,1.22853,1.17026,1.00352,0.747671
relative_abatement,RCAM,0,0.290456,0.53595,0.621226,0.69961,0.772962,0.841901,0.907853,0.970912,1.03152,1.08954,1.14447,1.19551,1.24176,1.28234,1.31614,1.34125,1.35495,1.35254,1.32966,1.2842,1.21644,1.22236,1.22723,1.17323,1.01017,0.75533
relative_abatement,BRA,0,0.265701,0.5366,0.794098,1,1.17507,1.35895,1.51248,1.58989,1.65933,1.71738,1.7631,1.80385,1.84597,1.88233,1.90456,1.91464,1.91448,1.89743,1.85569,1.78543,1.68655,1.69151,1.69585,1.61921,1.39229,1.03961
relative_abatement,RSAM,0,0.327066,0.576621,0.789023,1,1.1762,1.31941,1.49267,1.63079,1.70744,1.77433,1.83361,1.88717,1.93559,1.97546,1.99999,2,2,1.99999,1.96011,1.88575,1.78095,1.78461,1.78783,1.7068,1.46869,1.09804
relative_abatement,NAF,0,0.23988,0.290908,0.337134,0.379237,0.417943,0.453675,0.487346,0.518982,0.548657,0.575739,0.599591,0.619997,0.636734,0.649513,0.658104,0.662313,0.661417,0.653335,0.636047,0.608612,0.571343,0.570684,0.569876,0.541177,0.461697,0.341649
relative_abatement,WAF,0,0.282933,0.350574,0.416828,0.483534,0.551149,0.62103,0.69514,0.771673,0.848205,0.923624,0.997186,1.06715,1.14219,1.19852,1.24017,1.27165,1.29631,1.30865,1.2871,1.24164,1.17328,1.17738,1.18053,1.12597,0.965174,0.717078
relative_abatement,EAF,0,0.201105,0.247511,0.293491,0.340779,0.390241,0.441937,0.496257,0.552701,0.610753,0.669551,0.727924,0.784245,0.837429,0.892482,0.932938,0.964104,0.98941,0.995962,0.981975,0.948757,0.897306,0.901687,0.905011,0.863202,0.739031,0.548149
relative_abatement,SAF,0,0.310211,0.557853,0.766829,0.843925,0.909989,0.967394,1.02001,1.06873,1.11423,1.15619,1.1938,1.22617,1.25236,1.2716,1.28351,1.28842,1.28552,1.27086,1.24014,1.1908,1.12263,1.12352,1.12437,1.0721,0.920746,0.686328
relative_abatement,WEU,0,0.216537,0.457181,0.723216,0.801056,0.849893,0.891136,0.927561,0.960441,0.990835,1.0175,1.03904,1.05597,1.06888,1.07708,1.07981,1.07661,1.06637,1.04637,1.01388,0.96719,0.90645,0.903653,0.901395,0.856623,0.733354,0.546161
relative_abatement,CEU,0,0.22778,0.47346,0.742967,0.829636,0.891593,0.943802,0.989858,1.03221,1.07299,1.11045,1.14224,1.16814,1.18815,1.20163,1.2081,1.20802,1.20107,1.18361,1.15151,1.10249,1.03665,1.03669,1.03682,0.987118,0.845712,0.629556
relative_abatement,TUR,0,0.33602,0.492516,0.558241,0.615581,0.665812,0.709945,0.749711,0.785483,0.817782,0.846419,0.870975,0.891212,0.906871,0.917596,0.923068,0.923129,0.916995,0.902037,0.875565,0.83615,0.784095,0.782414,0.780875,0.741789,0.634049,0.471196
relative_abatement,UKR,0,0.245943,0.490685,0.564428,0.628924,0.685526,0.73588,0.782068,0.82594,0.869132,0.908901,0.942268,0.969732,0.992147,1.00887,1.01928,1.02382,1.02218,1.01109,0.986959,0.947866,0.893842,0.895396,0.896775,0.855393,0.734882,0.548685
