Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
regional_emissions,WAF,1.817,2.0822,2.25824,1.89894,1.49443,1.38291,1.26494,0.938262,0.672038,0.624348,0.634046,0.570354,0.414328,0.171161,-0.153733,-0.548905,-0.971206,-1.36088,-1.65121,-1.7809,-1.72125,-1.44828,-0.924102,-0.0975866,1.10818,2.84589,5.50477
regional_emissions,EAF,0.283526,0.38202,0.465342,0.458593,0.411945,0.376512,0.356851,0.349116,0.355386,0.377356,0.415517,0.4656,0.515723,0.551282,0.550476,0.507975,0.451438,0.407193,0.388733,0.408216,0.474877,0.597381,0.786515,1.0564,1.42911,1.94811,2.72278
regional_emissions,SAF,0.507151,0.380364,0.253576,0.207104,0.173797,0.150129,0.126827,0.0988005,0.0673506,0.034694,0.00313661,-0.0259506,-0.0519467,-0.0745371,-0.0934698,-0.108575,-0.120119,-0.127692,-0.128865,-0.121222,-0.104041,-0.076515,-0.0367209,0.0183636,0.0935817,0.198622,0.358385
regional_emissions,WEU,3.13174,2.3488,1.56587,1.08682,0.965956,0.897006,0.845811,0.788568,0.71262,0.61697,0.522665,0.442769,0.368196,0.295435,0.236072,0.196322,0.173903,0.170807,0.197811,0.265455,0.377825,0.539327,0.758942,1.05077,1.43792,1.96691,2.75792
regional_emissions,CEU,0.784933,0.5887,0.392466,0.28473,0.248174,0.212825,0.178873,0.147041,0.11455,0.0800689,0.0468497,0.0178795,-0.00609777,-0.024454,-0.0376076,-0.047386,-0.054434,-0.0578821,-0.0560328,-0.0475063,-0.0319656,-0.00896691,0.0227409,0.0652816,0.122154,0.200475,0.318888
regional_emissions,TUR,0.435783,0.326837,0.314165,0.291678,0.267862,0.250969,0.240391,0.233634,0.225808,0.213817,0.19945,0.185019,0.172114,0.161369,0.151338,0.141249,0.132918,0.128296,0.1287,0.135041,0.147488,0.166378,0.192679,0.22802,0.275194,0.339999,0.437704
regional_emissions,UKR,0.403864,0.302898,0.246317,0.244078,0.239971,0.220891,0.198816,0.182951,0.165744,0.141863,0.117495,0.0976586,0.0814635,0.0677013,0.0566683,0.0485355,0.0425557,0.0384605,0.0376007,0.0414061,0.0502607,0.0645447,0.0852568,0.113971,0.153193,0.207965,0.291389
regional_emissions,STAN,0.485141,0.404799,0.398013,0.379199,0.350412,0.317247,0.296984,0.299438,0.3019,0.287617,0.281934,0.304738,0.328638,0.327682,0.314757,0.306341,0.302064,0.298883,0.298075,0.301451,0.309103,0.320979,0.337759,0.360631,0.391436,0.433962,0.498228
regional_emissions,RUS,1.8782,1.40865,1.22547,1.12593,1.02676,0.939056,0.863952,0.801682,0.75325,0.714872,0.668402,0.605237,0.548137,0.515061,0.494687,0.474672,0.457384,0.44781,0.448699,0.461766,0.487425,0.526494,0.581106,0.654854,0.75385,0.890718,1.09866
regional_emissions,ME,2.00627,1.5047,1.36144,1.35569,1.36427,1.35845,1.34863,1.34628,1.33772,1.31032,1.26965,1.2254,1.18891,1.16653,1.14992,1.13302,1.12471,1.13606,1.17394,1.24354,1.34824,1.49246,1.68327,1.93149,2.25568,2.69339,3.34118
regional_emissions,INDIA,2.77719,2.42467,2.57776,2.63323,2.68189,2.76999,2.83684,2.83276,2.76053,2.62341,2.4065,2.11734,1.80048,1.48775,1.18777,0.912509,0.676349,0.495193,0.406916,0.449706,0.63525,0.97507,1.49633,2.24014,3.27071,4.71636,6.90677
regional_emissions,KOR,0.784572,0.588429,0.392286,0.248418,0.189604,0.139552,0.0959951,0.0582056,0.0262073,-0.000196555,-0.0215338,-0.0380124,-0.0497568,-0.0574302,-0.0617455,-0.0634211,-0.0631437,-0.0610706,-0.0564449,-0.0484923,-0.03706,-0.0219322,-0.00238238,0.0228537,0.0558449,0.100762,0.168527
regional_emissions,CHN,11.3913,8.54349,5.69566,2.84783,1.33041,0.30761,-0.571711,-1.27623,-1.81829,-2.22143,-2.48063,-2.59559,-2.60999,-2.58161,-2.536,-2.48093,-2.40689,-2.29858,-2.15129,-1.96343,-1.73272,-1.45405,-1.11702,-0.703035,-0.180032,0.516544,1.55534
regional_emissions,SEAS,1.51417,1.23186,1.28178,1.25325,1.17227,1.06871,0.983652,0.93701,0.892791,0.825928,0.756314,0.696051,0.623369,0.531076,0.449562,0.396943,0.361577,0.336625,0.334174,0.367708,0.441763,0.560286,0.73178,0.968899,1.29108,1.7367,2.40398
regional_emissions,INDO,1.63506,1.22629,1.05198,0.968954,0.872946,0.749628,0.632289,0.542507,0.465601,0.38774,0.304679,0.219352,0.140455,0.0714678,0.0114115,-0.0394655,-0.081788,-0.114855,-0.131004,-0.122061,-0.0856938,-0.0197523,0.0812111,0.22547,0.425748,0.707415,1.13585
regional_emissions,JAP,1.06462,0.798468,0.532312,0.266156,0.0955929,0.0511731,0.0106576,-0.0276123,-0.0638079,-0.096759,-0.124368,-0.145483,-0.162155,-0.177394,-0.190635,-0.200088,-0.205978,-0.208508,-0.205401,-0.194084,-0.173782,-0.143687,-0.101737,-0.0446834,0.0325675,0.140143,0.304186
regional_emissions,OCE,0.388396,0.291297,0.194198,0.097099,9.86056e-08,-0.0868232,-0.114912,-0.130988,-0.146321,-0.178408,-0.212801,-0.225463,-0.227773,-0.241842,-0.263549,-0.28159,-0.295182,-0.30552,-0.309775,-0.304732,-0.289613,-0.263709,-0.225058,-0.170638,-0.0956701,0.00947569,0.169651
regional_emissions,RSAS,0.417044,0.438146,0.51561,0.584509,0.655338,0.737567,0.834651,0.942893,1.04042,1.11088,1.16148,1.20047,1.22704,1.24027,1.241,1.23173,1.22149,1.22403,1.25523,1.3316,1.46517,1.66761,1.95402,2.3446,2.87089,3.59422,4.66815
regional_emissions,RSAF,0.786528,0.59865,0.632858,0.882427,1.07432,0.965398,0.768767,0.606672,0.554122,0.579664,0.645216,0.715294,0.76486,0.783103,0.784193,0.781389,0.780341,0.78842,0.813411,0.862439,0.941186,1.05545,1.21243,1.42191,1.69975,2.07698,2.63102
baseline,CAN,0.511577,0.52167,0.547763,0.581413,0.594306,0.567937,0.542928,0.559884,0.600207,0.634257,0.647446,0.633692,0.605914,0.581114,0.573631,0.591655,0.62143,0.647458,0.669228,0.689289,0.707467,0.72308,0.736146,0.746839,0.755265,0.761405,0.764825
baseline,USA,5.39382,5.17224,4.9841,4.9472,5.01385,5.10596,5.18926,5.24312,5.2575,5.23023,5.18002,5.1344,5.13521,5.20926,5.30894,5.38353,5.44441,5.51187,5.57987,5.63841,5.68824,5.73203,5.76951,5.79994,5.8237,5.84107,5.85079
baseline,MEX,0.572878,0.588908,0.621429,0.675739,0.726442,0.750348,0.763798,0.788,0.824108,0.866544,0.902858,0.922819,0.931942,0.939962,0.957754,0.992513,1.03559,1.07654,1.11344,1.14649,1.17571,1.20103,1.22241,1.23986,1.25355,1.26354,1.26912
baseline,RCAM,0.302334,0.319572,0.339746,0.358329,0.384785,0.429758,0.494634,0.5762,0.662097,0.739931,0.806294,0.861178,0.909188,0.95474,0.996896,1.03446,1.07058,1.10808,1.14426,1.17588,1.2032,1.22708,1.24741,1.26394,1.27688,1.28633,1.29162
baseline,BRA,1.57743,1.61116,1.70202,1.91526,2.14246,2.25251,2.1973,1.97715,1.703,1.5032,1.46498,1.60748,1.71852,1.61376,1.45166,1.41593,1.44855,1.45611,1.44543,1.44164,1.44294,1.44258,1.44107,1.44019,1.43982,1.43947,1.4392
baseline,RSAM,1.38348,1.54193,1.63386,1.63938,1.7118,1.96297,2.16572,2.1061,1.96226,1.94931,2.03828,2.14532,2.21099,2.20343,2.17635,2.18657,2.21749,2.24131,2.25863,2.27551,2.29154,2.30508,2.31622,2.3254,2.33267,2.33797,2.3409
baseline,NAF,0.583268,0.654534,0.714995,0.759129,0.786486,0.803295,0.837452,0.912309,1.01137,1.11042,1.19415,1.25503,1.3078,1.36865,1.4373,1.50995,1.58509,1.66104,1.73289,1.79613,1.85112,1.89907,1.9398,1.97295,1.99892,2.01788,2.02848
baseline,WAF,1.817,2.71426,3.17501,2.8918,2.47973,2.52652,2.58774,2.2007,1.86176,2.12201,2.79241,3.55913,4.34925,5.15389,5.9795,6.83379,7.71426,8.60531,9.44903,10.1915,10.8368,11.3996,11.8777,12.2668,12.5716,12.7942,12.9186
baseline,EAF,0.283526,0.457412,0.583739,0.603844,0.57115,0.552883,0.559408,0.58963,0.653478,0.764594,0.940444,1.19516,1.5257,1.91392,2.29846,2.62812,2.93544,3.25834,3.57242,3.84619,4.08201,4.28835,4.46419,4.60716,4.71899,4.80068,4.84638
baseline,SAF,0.507151,0.55142,0.57351,0.580101,0.595682,0.639852,0.694836,0.738003,0.764661,0.775819,0.777349,0.775616,0.774099,0.77494,0.777805,0.781802,0.786265,0.790655,0.794725,0.798333,0.801493,0.80424,0.806568,0.808465,0.809952,0.811038,0.811644
baseline,WEU,3.13174,2.99797,2.88469,2.82868,2.8725,3.04096,3.28211,3.52721,3.71718,3.81997,3.90227,4.02298,4.1113,4.10354,4.09409,4.1809,4.31803,4.43935,4.54198,4.63614,4.72113,4.79424,4.8555,4.90562,4.94508,4.97384,4.98987
baseline,CEU,0.784933,0.762347,0.745368,0.763456,0.797259,0.8223,0.842412,0.86469,0.88096,0.882262,0.871783,0.853642,0.823541,0.780111,0.742087,0.726163,0.720734,0.711215,0.69938,0.689852,0.682297,0.675473,0.669484,0.664666,0.660943,0.658211,0.656672
baseline,TUR,0.435783,0.492239,0.52996,0.54215,0.545496,0.558791,0.585767,0.624143,0.66265,0.69081,0.710299,0.725765,0.741595,0.759477,0.770554,0.767166,0.756966,0.749101,0.743378,0.737799,0.732507,0.728035,0.724354,0.721323,0.718919,0.717171,0.716201
baseline,UKR,0.403864,0.401692,0.415451,0.46025,0.50401,0.516025,0.518264,0.535479,0.550878,0.544911,0.528551,0.516616,0.508792,0.502243,0.499172,0.501742,0.50692,0.511233,0.514668,0.517894,0.520866,0.523404,0.525515,0.527246,0.528614,0.52961,0.530164
baseline,STAN,0.485141,0.518309,0.546231,0.555222,0.543363,0.51735,0.506576,0.531946,0.557733,0.553108,0.563493,0.629965,0.69998,0.717489,0.70605,0.700334,0.699875,0.697421,0.693701,0.690867,0.688762,0.68681,0.685057,0.683658,0.682587,0.681799,0.681353
baseline,RUS,1.8782,1.99533,2.08462,2.12199,2.11877,2.0949,2.06921,2.05925,2.07853,2.12469,2.13591,2.06453,1.97899,1.95072,1.94692,1.92212,1.88422,1.85038,1.82151,1.79511,1.77135,1.75089,1.73373,1.71969,1.70865,1.70059,1.6961
baseline,ME,2.00627,2.10534,2.21721,2.39215,2.58611,2.74985,2.90768,3.08874,3.2679,3.41487,3.53286,3.63707,3.7568,3.91259,4.07565,4.21567,4.34561,4.48237,4.61556,4.73161,4.83153,4.91897,4.99351,5.0541,5.10149,5.13611,5.15548
baseline,INDIA,2.77719,3.39385,3.97614,4.48822,5.05754,5.80403,6.65448,7.51087,8.36932,9.22429,9.96951,10.5163,10.9464,11.3496,11.6761,11.8729,12.0136,12.1787,12.3511,12.4977,12.6211,12.73,12.8236,12.8994,12.9586,13.0018,13.0261
baseline,KOR,0.784572,0.832646,0.861087,0.859126,0.839708,0.818114,0.795251,0.768958,0.739179,0.705927,0.667399,0.622893,0.577913,0.538754,0.508661,0.48843,0.472114,0.45394,0.435566,0.419764,0.406328,0.394514,0.3844,0.37619,0.369781,0.365095,0.362471
baseline,CHN,11.3913,12.3409,12.977,13.2454,13.25,13.1047,12.805,12.3279,11.6962,10.9412,10.0828,9.1585,8.28772,7.58632,7.07358,6.72509,6.43847,6.12182,5.80336,5.52898,5.29528,5.08992,4.91421,4.77156,4.66017,4.57874,4.53315
baseline,SEAS,1.51417,1.81039,2.07059,2.22389,2.28259,2.2905,2.33417,2.47726,2.64915,2.77619,2.90709,3.08594,3.2161,3.21587,3.20421,3.30573,3.46719,3.60977,3.73018,3.84072,3.94056,4.02642,4.09835,4.1572,4.20355,4.23733,4.25615
baseline,INDO,1.63506,1.70037,1.76219,1.8435,1.8944,1.87365,1.84736,1.88564,1.96713,2.04999,2.10178,2.1055,2.09651,2.11158,2.14079,2.16703,2.19098,2.21636,2.24117,2.26276,2.28133,2.29758,2.31144,2.32271,2.33152,2.33795,2.34156
baseline,JAP,1.06462,1.01508,0.976594,0.95715,0.954205,0.962775,0.978633,0.996282,1.00439,0.993171,0.964772,0.926124,0.891273,0.87163,0.860933,0.850437,0.839121,0.827853,0.81731,0.807993,0.799861,0.792781,0.786775,0.781883,0.77805,0.775252,0.773688
baseline,OCE,0.388396,0.370183,0.367532,0.419941,0.489457,0.527619,0.521411,0.478493,0.453802,0.489184,0.526855,0.508869,0.476266,0.478661,0.500997,0.518489,0.532114,0.547517,0.563232,0.576705,0.588126,0.59818,0.606796,0.613788,0.619243,0.623233,0.625467
baseline,RSAS,0.417044,0.539085,0.668519,0.798955,0.944922,1.12495,1.35264,1.63227,1.93571,2.23669,2.54868,2.88994,3.25806,3.64735,4.0597,4.49668,4.95106,5.40943,5.84242,6.22377,6.55551,6.84473,7.09033,7.29027,7.44687,7.56123,7.62514
baseline,RSAF,0.786528,0.718094,0.787644,1.13764,1.43626,1.3616,1.10586,0.936728,0.909927,1.01939,1.22387,1.47408,1.72357,1.94114,2.15382,2.39309,2.65,2.90621,3.14617,3.35816,3.5431,3.70417,3.84081,3.95208,4.03928,4.10294,4.13851
relative_abatement,CAN,0,0.264511,0.53303,0.763704,0.81826,0.864944,0.90494,0.937668,0.9664,0.994645,1.0224,1.0487,1.0723,1.0921,1.10802,1.1201,1.12759,1.12909,1.12245,1.1059,1.07895,1.04078,0.989454,0.921735,0.83214,0.709528,0.525046
relative_abatement,USA,0,0.217869,0.458897,0.727431,0.95003,0.993624,1.02947,1.0592,1.08421,1.10571,1.12343,1.13676,1.14567,1.15023,1.15058,1.14677,1.13853,1.12525,1.10563,1.07845,1.0431,0.998658,0.943275,0.873925,0.785412,0.667286,0.492639
relative_abatement,MEX,0,0.270416,0.539064,0.653264,0.717885,0.777715,0.83539,0.891229,0.944739,0.995552,1.04361,1.08875,1.13055,1.16853,1.20206,1.23039,1.25263,1.26735,1.27129,1.26169,1.23815,1.20006,1.14522,1.06991,0.967883,0.826319,0.611695
relative_abatement,RCAM,0,0.290456,0.44169,0.512551,0.576898,0.63822,0.698317,0.757334,0.815225,0.872019,0.927469,0.981135,1.0324,1.08058,1.125,1.16483,1.19864,1.22435,1.23836,1.23767,1.222,1.1908,1.14184,1.0713,0.972831,0.833346,0.618617
relative_abatement,BRA,0,0.265701,0.5366,0.794098,1,1.13518,1.20758,1.27968,1.34946,1.41395,1.47154,1.52171,1.56814,1.61435,1.65644,1.68933,1.71428,1.73256,1.73925,1.72893,1.70032,1.65218,1.5809,1.48075,1.34272,1.14868,0.851586
relative_abatement,RSAM,0,0.327066,0.576621,0.789023,1,1.1419,1.22303,1.3046,1.38423,1.45782,1.52496,1.58662,1.64385,1.69701,1.74394,1.78237,1.81241,1.83336,1.84034,1.82872,1.79755,1.74564,1.66945,1.56321,1.41746,1.213,0.899973
relative_abatement,NAF,0,0.19762,0.23976,0.27812,0.312535,0.344576,0.375304,0.404942,0.433507,0.460942,0.486661,0.510119,0.531162,0.54963,0.56532,0.57808,0.587815,0.594032,0.595151,0.589798,0.577802,0.558906,0.53211,0.495725,0.446937,0.379968,0.279734
relative_abatement,WAF,0,0.232869,0.288745,0.343337,0.397342,0.452641,0.511179,0.573653,0.639031,0.705775,0.77294,0.839749,0.904736,0.96679,1.02571,1.08032,1.1259,1.15814,1.17475,1.17474,1.15883,1.12705,1.0778,1.00796,0.91185,0.777563,0.573887
relative_abatement,EAF,0,0.164822,0.202826,0.240544,0.278744,0.319002,0.362092,0.407907,0.456163,0.506462,0.558169,0.610428,0.661975,0.711961,0.760502,0.806715,0.846211,0.875031,0.891185,0.893865,0.883666,0.860697,0.823817,0.770705,0.697157,0.594202,0.438182
relative_abatement,SAF,0,0.310211,0.557852,0.642987,0.708238,0.765369,0.817472,0.866125,0.911921,0.955281,0.995965,1.03346,1.06711,1.09618,1.12017,1.13888,1.15277,1.1615,1.16215,1.15184,1.12981,1.09514,1.04553,0.977286,0.88446,0.755102,0.558445
relative_abatement,WEU,0,0.216537,0.457181,0.615785,0.663723,0.705026,0.742297,0.776433,0.80829,0.838488,0.866061,0.88994,0.910443,0.928005,0.942338,0.953043,0.959726,0.961524,0.956448,0.942742,0.919971,0.887505,0.843694,0.785803,0.709222,0.60455,0.447295
relative_abatement,CEU,0,0.22778,0.473459,0.627052,0.688716,0.741183,0.787665,0.82995,0.869972,0.909246,0.94626,0.979055,1.0074,1.03135,1.05068,1.06526,1.07553,1.08138,1.08012,1.06886,1.04685,1.01328,0.966032,0.901783,0.815182,0.695424,0.514388
relative_abatement,TUR,0,0.336019,0.407191,0.461998,0.508957,0.550872,0.589614,0.625672,0.659235,0.690483,0.719202,0.74507,0.767914,0.787526,0.803598,0.815882,0.824407,0.828734,0.826872,0.816968,0.798653,0.77147,0.733999,0.683886,0.617212,0.525916,0.388853
relative_abatement,UKR,0,0.245943,0.407108,0.469684,0.523877,0.571937,0.616381,0.658342,0.699127,0.739658,0.777703,0.810965,0.839888,0.865202,0.886475,0.903266,0.91605,0.924769,0.926942,0.920049,0.903506,0.876683,0.837765,0.783836,0.710199,0.607324,0.45038
