Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
regional_emissions,EAF,0.283526,0.389909,0.477245,0.472835,0.427033,0.392377,0.373988,0.368159,0.377368,0.403812,0.448538,0.507554,0.568377,0.615043,0.622962,0.584657,0.528343,0.480996,0.455442,0.463714,0.516028,0.622177,0.79406,1.04711,1.40499,1.91345,2.68639
regional_emissions,SAF,0.507151,0.380364,0.278337,0.240083,0.209475,0.188981,0.168722,0.142505,0.11145,0.0779302,0.0446377,0.0133111,-0.0152386,-0.0405975,-0.0625326,-0.0809045,-0.0959823,-0.107344,-0.112528,-0.109048,-0.0960818,-0.0727134,-0.0368847,0.0145964,0.086814,0.189868,0.349604
regional_emissions,WEU,3.13174,2.3488,1.56587,1.24544,1.13257,1.07323,1.03226,0.982704,0.909058,0.809236,0.707854,0.620566,0.535262,0.446613,0.370301,0.31535,0.277321,0.256449,0.263924,0.311033,0.402462,0.543286,0.743303,1.01761,1.39067,1.91125,2.70475
regional_emissions,CEU,0.784933,0.5887,0.392467,0.328733,0.296466,0.263245,0.230077,0.198456,0.165294,0.128907,0.092777,0.0601663,0.0317638,0.0083408,-0.00961523,-0.0233958,-0.0342026,-0.0415985,-0.0437476,-0.0391043,-0.0272803,-0.00777317,0.0207598,0.0605546,0.115273,0.19233,0.311098
regional_emissions,TUR,0.435783,0.339898,0.334702,0.314815,0.292528,0.276766,0.267416,0.261999,0.255113,0.243219,0.228211,0.212624,0.198233,0.185733,0.173423,0.160433,0.148922,0.141112,0.138339,0.141539,0.150955,0.166997,0.190706,0.223809,0.269235,0.333032,0.431078
regional_emissions,UKR,0.403864,0.302898,0.262474,0.263895,0.263019,0.245053,0.223149,0.207788,0.190722,0.165834,0.139811,0.118287,0.100382,0.0848083,0.0719357,0.0619769,0.0540806,0.0479068,0.0448415,0.0463756,0.0529499,0.0650073,0.083623,0.110468,0.148183,0.202046,0.285711
regional_emissions,STAN,0.485141,0.416227,0.412202,0.395509,0.367599,0.334095,0.313515,0.316511,0.319291,0.304233,0.29804,0.321587,0.345903,0.343787,0.328928,0.318607,0.31243,0.307247,0.30439,0.305734,0.311415,0.321423,0.336495,0.357884,0.387529,0.429382,0.493869
regional_emissions,RUS,1.8782,1.40865,1.30395,1.21338,1.11848,1.03049,0.953026,0.88804,0.837304,0.796928,0.746409,0.675793,0.610566,0.570885,0.54426,0.517233,0.492568,0.475704,0.469456,0.475601,0.494671,0.527608,0.576681,0.645666,0.740954,0.875694,1.08439
regional_emissions,ME,2.00627,1.5047,1.44181,1.44997,1.47101,1.47312,1.46874,1.47109,1.4656,1.43856,1.39568,1.34721,1.30542,1.27711,1.2529,1.226,1.20574,1.20364,1.22662,1.28013,1.36818,1.49584,1.67085,1.90488,2.21761,2.64842,3.29811
regional_emissions,INDIA,2.77719,2.52484,2.71569,2.81071,2.90059,3.034,3.14814,3.1887,3.15715,3.05538,2.8625,2.58155,2.26083,1.93601,1.61382,1.30509,1.0279,0.801101,0.66235,0.65025,0.778423,1.0605,1.5258,2.21807,3.20494,4.6202,6.80537
regional_emissions,KOR,0.784572,0.588429,0.392286,0.302152,0.24429,0.193201,0.147534,0.10687,0.0714132,0.0411207,0.015507,-0.0055437,-0.0217953,-0.033593,-0.0415448,-0.0464073,-0.0491175,-0.0499877,-0.0481767,-0.0428307,-0.0337896,-0.0208275,-0.00318884,0.0204313,0.0521717,0.0963503,0.164275
regional_emissions,CHN,11.3913,8.54349,5.69566,3.4457,2.33514,1.31694,0.408741,-0.351543,-0.968527,-1.45858,-1.81251,-2.02533,-2.13171,-2.18266,-2.20393,-2.20609,-2.1848,-2.12763,-2.02829,-1.88383,-1.69203,-1.44784,-1.14055,-0.751112,-0.246531,0.439964,1.48314
regional_emissions,SEAS,1.51417,1.2909,1.35849,1.34474,1.27294,1.1734,1.09204,1.05217,1.01459,0.950858,0.882919,0.824502,0.749744,0.648825,0.557064,0.496418,0.452818,0.417096,0.401582,0.420458,0.478775,0.581067,0.736558,0.958766,1.26823,1.70507,2.37127
regional_emissions,INDO,1.63506,1.22629,1.12061,1.05058,0.964394,0.844583,0.728348,0.641379,0.568062,0.492449,0.408731,0.319234,0.234546,0.159794,0.0934679,0.0351564,-0.0156267,-0.0579845,-0.0842351,-0.0860558,-0.0607912,-0.00593864,0.0843364,0.218788,0.410789,0.686777,1.11452
regional_emissions,JAP,1.06462,0.798468,0.532312,0.266156,0.169486,0.124877,0.0835,0.043779,0.00495608,-0.0322026,-0.0652547,-0.0924747,-0.115045,-0.135454,-0.153557,-0.167974,-0.178938,-0.186582,-0.188581,-0.18229,-0.166858,-0.141387,-0.103704,-0.0504084,0.0238233,0.129537,0.293889
regional_emissions,OCE,0.388396,0.291297,0.194198,0.0970991,7.79415e-07,-0.0403537,-0.0700122,-0.0907679,-0.109506,-0.140805,-0.17474,-0.190911,-0.197669,-0.214234,-0.2377,-0.258137,-0.274648,-0.288174,-0.295918,-0.294651,-0.28347,-0.261526,-0.226706,-0.175796,-0.103747,-0.000479067,0.159881
regional_emissions,RSAS,0.417044,0.448678,0.530916,0.605401,0.682542,0.772018,0.877852,0.996524,1.10507,1.18592,1.24632,1.29461,1.32929,1.34867,1.35308,1.34447,1.33097,1.32563,1.34385,1.40242,1.51462,1.69346,1.9555,2.32267,2.82867,3.53802,4.61092
regional_emissions,RSAF,0.786528,0.610977,0.648206,0.907078,1.10807,0.997232,0.8006,0.63248,0.58004,0.609323,0.681123,0.758304,0.814113,0.836523,0.840211,0.838887,0.837439,0.84252,0.861685,0.902262,0.97055,1.07306,1.21775,1.41528,1.68263,2.0524,2.6052
baseline,CAN,0.511577,0.52167,0.547763,0.581413,0.594306,0.567937,0.542928,0.559884,0.600207,0.634257,0.647446,0.633692,0.605914,0.581114,0.573631,0.591655,0.62143,0.647458,0.669228,0.689289,0.707467,0.72308,0.736146,0.746839,0.755265,0.761405,0.764825
baseline,USA,5.39382,5.17224,4.9841,4.9472,5.01385,5.10596,5.18926,5.24312,5.2575,5.23023,5.18002,5.1344,5.13521,5.20926,5.30894,5.38353,5.44441,5.51187,5.57987,5.63841,5.68824,5.73203,5.76951,5.79994,5.8237,5.84107,5.85079
baseline,MEX,0.572878,0.588908,0.621429,0.675739,0.726442,0.750348,0.763798,0.788,0.824108,0.866544,0.902858,0.922819,0.931942,0.939962,0.957754,0.992513,1.03559,1.07654,1.11344,1.14649,1.17571,1.20103,1.22241,1.23986,1.25355,1.26354,1.26912
baseline,RCAM,0.302334,0.319572,0.339746,0.358329,0.384785,0.429758,0.494634,0.5762,0.662097,0.739931,0.806294,0.861178,0.909188,0.95474,0.996896,1.03446,1.07058,1.10808,1.14426,1.17588,1.2032,1.22708,1.24741,1.26394,1.27688,1.28633,1.29162
baseline,BRA,1.57743,1.61116,1.70202,1.91526,2.14246,2.25251,2.1973,1.97715,1.703,1.5032,1.46498,1.60748,1.71852,1.61376,1.45166,1.41593,1.44855,1.45611,1.44543,1.44164,1.44294,1.44258,1.44107,1.44019,1.43982,1.43947,1.4392
baseline,RSAM,1.38348,1.54193,1.63386,1.63938,1.7118,1.96297,2.16572,2.1061,1.96226,1.94931,2.03828,2.14532,2.21099,2.20343,2.17635,2.18657,2.21749,2.24131,2.25863,2.27551,2.29154,2.30508,2.31622,2.3254,2.33267,2.33797,2.3409
baseline,NAF,0.583268,0.654534,0.714995,0.759129,0.786486,0.803295,0.837452,0.912309,1.01137,1.11042,1.19415,1.25503,1.3078,1.36865,1.4373,1.50995,1.58509,1.66104,1.73289,1.79613,1.85112,1.89907,1.9398,1.97295,1.99892,2.01788,2.02848
baseline,WAF,1.817,2.71426,3.17501,2.8918,2.47973,2.52652,2.58774,2.2007,1.86176,2.12201,2.79241,3.55913,4.34925,5.15389,5.9795,6.83379,7.71426,8.60531,9.44903,10.1915,10.8368,11.3996,11.8777,12.2668,12.5716,12.7942,12.9186
baseline,EAF,0.283526,0.457412,0.583739,0.603844,0.57115,0.552883,0.559408,0.58963,0.653478,0.764594,0.940444,1.19516,1.5257,1.91392,2.29846,2.62812,2.93544,3.25834,3.57242,3.84619,4.08201,4.28835,4.46419,4.60716,4.71899,4.80068,4.84638
baseline,SAF,0.507151,0.55142,0.57351,0.580101,0.595682,0.639852,0.694836,0.738003,0.764661,0.775819,0.777349,0.775616,0.774099,0.77494,0.777805,0.781802,0.786265,0.790655,0.794725,0.798333,0.801493,0.80424,0.806568,0.808465,0.809952,0.811038,0.811644
baseline,WEU,3.13174,2.99797,2.88469,2.82868,2.8725,3.04096,3.28211,3.52721,3.71718,3.81997,3.90227,4.02298,4.1113,4.10354,4.09409,4.1809,4.31803,4.43935,4.54198,4.63614,4.72113,4.79424,4.8555,4.90562,4.94508,4.97384,4.98987
baseline,CEU,0.784933,0.762347,0.745368,0.763456,0.797259,0.8223,0.842412,0.86469,0.88096,0.882262,0.871783,0.853642,0.823541,0.780111,0.742087,0.726163,0.720734,0.711215,0.69938,0.689852,0.682297,0.675473,0.669484,0.664666,0.660943,0.658211,0.656672
baseline,TUR,0.435783,0.492239,0.52996,0.54215,0.545496,0.558791,0.585767,0.624143,0.66265,0.69081,0.710299,0.725765,0.741595,0.759477,0.770554,0.767166,0.756966,0.749101,0.743378,0.737799,0.732507,0.728035,0.724354,0.721323,0.718919,0.717171,0.716201
baseline,UKR,0.403864,0.401692,0.415451,0.46025,0.50401,0.516025,0.518264,0.535479,0.550878,0.544911,0.528551,0.516616,0.508792,0.502243,0.499172,0.501742,0.50692,0.511233,0.514668,0.517894,0.520866,0.523404,0.525515,0.527246,0.528614,0.52961,0.530164
baseline,STAN,0.485141,0.518309,0.546231,0.555222,0.543363,0.51735,0.506576,0.531946,0.557733,0.553108,0.563493,0.629965,0.69998,0.717489,0.70605,0.700334,0.699875,0.697421,0.693701,0.690867,0.688762,0.68681,0.685057,0.683658,0.682587,0.681799,0.681353
baseline,RUS,1.8782,1.99533,2.08462,2.12199,2.11877,2.0949,2.06921,2.05925,2.07853,2.12469,2.13591,2.06453,1.97899,1.95072,1.94692,1.92212,1.88422,1.85038,1.82151,1.79511,1.77135,1.75089,1.73373,1.71969,1.70865,1.70059,1.6961
baseline,ME,2.00627,2.10534,2.21721,2.39215,2.58611,2.74985,2.90768,3.08874,3.2679,3.41487,3.53286,3.63707,3.7568,3.91259,4.07565,4.21567,4.34561,4.48237,4.61556,4.73161,4.83153,4.91897,4.99351,5.0541,5.10149,5.13611,5.15548
baseline,INDIA,2.77719,3.39385,3.97614,4.48822,5.05754,5.80403,6.65448,7.51087,8.36932,9.22429,9.96951,10.5163,10.9464,11.3496,11.6761,11.8729,12.0136,12.1787,12.3511,12.4977,12.6211,12.73,12.8236,12.8994,12.9586,13.0018,13.0261
baseline,KOR,0.784572,0.832646,0.861087,0.859126,0.839708,0.818114,0.795251,0.768958,0.739179,0.705927,0.667399,0.622893,0.577913,0.538754,0.508661,0.48843,0.472114,0.45394,0.435566,0.419764,0.406328,0.394514,0.3844,0.37619,0.369781,0.365095,0.362471
baseline,CHN,11.3913,12.3409,12.977,13.2454,13.25,13.1047,12.805,12.3279,11.6962,10.9412,10.0828,9.1585,8.28772,7.58632,7.07358,6.72509,6.43847,6.12182,5.80336,5.52898,5.29528,5.08992,4.91421,4.77156,4.66017,4.57874,4.53315
baseline,SEAS,1.51417,1.81039,2.07059,2.22389,2.28259,2.2905,2.33417,2.47726,2.64915,2.77619,2.90709,3.08594,3.2161,3.21587,3.20421,3.30573,3.46719,3.60977,3.73018,3.84072,3.94056,4.02642,4.09835,4.1572,4.20355,4.23733,4.25615
baseline,INDO,1.63506,1.70037,1.76219,1.8435,1.8944,1.87365,1.84736,1.88564,1.96713,2.04999,2.10178,2.1055,2.09651,2.11158,2.14079,2.16703,2.19098,2.21636,2.24117,2.26276,2.28133,2.29758,2.31144,2.32271,2.33152,2.33795,2.34156
baseline,JAP,1.06462,1.01508,0.976594,0.95715,0.954205,0.962775,0.978633,0.996282,1.00439,0.993171,0.964772,0.926124,0.891273,0.87163,0.860933,0.850437,0.839121,0.827853,0.81731,0.807993,0.799861,0.792781,0.786775,0.781883,0.77805,0.775252,0.773688
baseline,OCE,0.388396,0.370183,0.367532,0.419941,0.489457,0.527619,0.521411,0.478493,0.453802,0.489184,0.526855,0.508869,0.476266,0.478661,0.500997,0.518489,0.532114,0.547517,0.563232,0.576705,0.588126,0.59818,0.606796,0.613788,0.619243,0.623233,0.625467
baseline,RSAS,0.417044,0.539085,0.668519,0.798955,0.944922,1.12495,1.35264,1.63227,1.93571,2.23669,2.54868,2.88994,3.25806,3.64735,4.0597,4.49668,4.95106,5.40943,5.84242,6.22377,6.55551,6.84473,7.09033,7.29027,7.44687,7.56123,7.62514
baseline,RSAF,0.786528,0.718094,0.787644,1.13764,1.43626,1.3616,1.10586,0.936728,0.909927,1.01939,1.22387,1.47408,1.72357,1.94114,2.15382,2.39309,2.65,2.90621,3.14617,3.35816,3.5431,3.70417,3.84081,3.95208,4.03928,4.10294,4.13851
relative_abatement,CAN,0,0.264511,0.53303,0.699537,0.752482,0.799263,0.840533,0.8756,0.90728,0.938661,0.969648,0.999316,1.02654,1.05034,1.07065,1.08749,1.09999,1.10666,1.10528,1.09399,1.07221,1.039,0.992292,0.92866,0.842356,0.72176,0.536862
relative_abatement,USA,0,0.217869,0.458897,0.727431,0.874465,0.919488,0.957959,0.99088,1.01946,1.04482,1.06665,1.08441,1.09802,1.10753,1.113,1.11442,1.11152,1.10362,1.08937,1.06747,1.03722,0.997604,0.946646,0.881156,0.795691,0.679355,0.504152
relative_abatement,MEX,0,0.270416,0.523923,0.592776,0.654125,0.712625,0.770106,0.826561,0.881423,0.934249,0.984893,1.03314,1.07856,1.12066,1.15882,1.19225,1.21999,1.24053,1.25053,1.24708,1.22964,1.19743,1.14808,1.07763,0.979525,0.840374,0.625317
relative_abatement,RCAM,0,0.290455,0.398736,0.464163,0.524577,0.583726,0.642798,0.701634,0.760068,0.818025,0.87521,0.931164,0.985264,1.03682,1.08513,1.12935,1.168,1.19898,1.21857,1.22365,1.21377,1.18824,1.14465,1.07892,0.9844,0.847409,0.632337
relative_abatement,BRA,0,0.265701,0.5366,0.794098,0.971169,1.04577,1.11897,1.19204,1.26332,1.33033,1.39178,1.4471,1.49908,1.55071,1.59864,1.63831,1.67064,1.69665,1.71137,1.70926,1.68886,1.64871,1.58493,1.49149,1.35892,1.16828,0.870613
relative_abatement,RSAM,0,0.327066,0.576621,0.789023,0.965948,1.0508,1.13292,1.21553,1.29677,1.37324,1.44436,1.51075,1.57321,1.63203,1.68518,1.73049,1.76795,1.79676,1.81194,1.80872,1.78595,1.74223,1.67378,1.5745,1.43445,1.23358,0.920017
relative_abatement,NAF,0,0.177261,0.216135,0.251492,0.283699,0.31448,0.344554,0.373978,0.40272,0.430684,0.457284,0.481966,0.504558,0.524877,0.542694,0.557825,0.570141,0.579114,0.583119,0.580717,0.571653,0.555591,0.531443,0.497415,0.450557,0.384857,0.284706
relative_abatement,WAF,0,0.20892,0.260307,0.310356,0.360411,0.412722,0.468796,0.5291,0.592776,0.658514,0.725408,0.792664,0.858843,0.922841,0.984427,1.04241,1.09207,1.12902,1.1508,1.15625,1.1459,1.11961,1.07561,1.01055,0.918466,0.786953,0.583698
relative_abatement,EAF,0,0.147575,0.182435,0.216959,0.252327,0.290307,0.331457,0.37561,0.422524,0.471861,0.523057,0.575325,0.627464,0.678647,0.728966,0.777538,0.820013,0.85238,0.872512,0.879435,0.873585,0.854915,0.822127,0.772722,0.702269,0.601422,0.445691
relative_abatement,SAF,0,0.310211,0.514677,0.586135,0.648345,0.704649,0.757177,0.806905,0.85425,0.899551,0.942577,0.982838,1.01969,1.05239,1.0804,1.10348,1.12207,1.13577,1.14159,1.13659,1.11988,1.09041,1.04573,0.981945,0.892816,0.765895,0.569265
relative_abatement,WEU,0,0.216537,0.457181,0.55971,0.605721,0.647074,0.68549,0.721394,0.755444,0.788156,0.818605,0.845745,0.869807,0.891164,0.909552,0.924574,0.935776,0.942233,0.941892,0.932911,0.914753,0.886679,0.846915,0.792562,0.718777,0.615739,0.457952
relative_abatement,CEU,0,0.22778,0.473459,0.569415,0.628143,0.679867,0.726883,0.770488,0.812371,0.85389,0.893578,0.929518,0.96143,0.989308,1.01296,1.03222,1.04746,1.05849,1.06255,1.05669,1.03998,1.01151,0.968991,0.908895,0.825593,0.707799,0.526251
relative_abatement,TUR,0,0.309486,0.368439,0.419322,0.463739,0.504705,0.543476,0.580225,0.615011,0.647922,0.678711,0.707035,0.732694,0.755447,0.774937,0.790876,0.803265,0.811625,0.813905,0.808161,0.793921,0.77062,0.736722,0.689724,0.6255,0.535631,0.398105
relative_abatement,UKR,0,0.245943,0.368219,0.426627,0.478147,0.525115,0.569429,0.611958,0.653786,0.695667,0.735482,0.771036,0.802704,0.831141,0.85589,0.876477,0.893315,0.906292,0.912873,0.910454,0.898343,0.875799,0.840874,0.79048,0.719677,0.618501,0.461089
relative_abatement,STAN,0,0.196952,0.245371,0.287655,0.323474,0.354218,0.381109,0.404994,0.42752,0.449957,0.471084,0.489516,0.505839,0.520847,0.534129,0.545063,0.553593,0.559452,0.561209,0.557463,0.547863,0.532006,0.508807,0.476516,0.432265,0.370222,0.275164
