Variable,Region,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,2105,2110,2115,2120,2125,2130,2135,2140,2145,2150
regional_emissions,WAF,1.817,2.1472,2.34853,1.99431,1.58601,1.48377,1.37461,1.03631,0.75815,0.724632,0.766769,0.737929,0.613919,0.397659,0.0931023,-0.289862,-0.710279,-1.11031,-1.42491,-1.59241,-1.58111,-1.36353,-0.898138,-0.129422,1.02499,2.72573,5.378
regional_emissions,EAF,0.283526,0.389909,0.477245,0.472834,0.427033,0.392377,0.373988,0.368159,0.377367,0.403811,0.448537,0.507552,0.568374,0.61504,0.622958,0.584652,0.528336,0.480989,0.455434,0.463705,0.516018,0.622167,0.79405,1.0471,1.40498,1.91344,2.68639
regional_emissions,SAF,0.507151,0.380364,0.278336,0.240082,0.209474,0.18898,0.168721,0.142503,0.111448,0.0779284,0.0446359,0.0133092,-0.0152405,-0.0405994,-0.0625346,-0.0809065,-0.0959843,-0.107346,-0.11253,-0.10905,-0.0960839,-0.0727154,-0.0368867,0.0145945,0.0868121,0.189867,0.349603
regional_emissions,WEU,3.13174,2.3488,1.56587,1.24544,1.13256,1.07323,1.03225,0.982697,0.90905,0.809228,0.707845,0.620557,0.535252,0.446603,0.370292,0.31534,0.277311,0.256439,0.263914,0.311024,0.402453,0.543276,0.743294,1.0176,1.39066,1.91124,2.70474
regional_emissions,CEU,0.784933,0.5887,0.392467,0.328732,0.296465,0.263243,0.230075,0.198454,0.165292,0.128905,0.0927749,0.0601642,0.0317618,0.00833886,-0.00961709,-0.0233977,-0.0342044,-0.0416003,-0.0437494,-0.039106,-0.027282,-0.00777477,0.0207582,0.0605532,0.115272,0.192329,0.311097
regional_emissions,TUR,0.435783,0.339898,0.334702,0.314814,0.292527,0.276766,0.267415,0.261998,0.255112,0.243218,0.22821,0.212622,0.198231,0.185731,0.173422,0.160431,0.14892,0.141111,0.138337,0.141538,0.150953,0.166995,0.190705,0.223808,0.269234,0.333031,0.431077
regional_emissions,UKR,0.403864,0.302898,0.262473,0.263894,0.263018,0.245052,0.223149,0.207787,0.190721,0.165833,0.13981,0.118286,0.100381,0.0848073,0.0719346,0.0619758,0.0540795,0.0479057,0.0448404,0.0463745,0.0529489,0.0650063,0.083622,0.110467,0.148182,0.202045,0.28571
regional_emissions,STAN,0.485141,0.416226,0.412201,0.395509,0.367598,0.334095,0.313514,0.316511,0.31929,0.304232,0.29804,0.321586,0.345902,0.343786,0.328927,0.318606,0.312429,0.307246,0.304389,0.305733,0.311414,0.321422,0.336494,0.357884,0.387528,0.429381,0.493868
regional_emissions,RUS,1.8782,1.40865,1.30395,1.21338,1.11847,1.03048,0.953023,0.888037,0.8373,0.796924,0.746405,0.675789,0.610562,0.570882,0.544257,0.51723,0.492564,0.475701,0.469453,0.475598,0.494668,0.527605,0.576678,0.645663,0.740952,0.875692,1.08439
regional_emissions,ME,2.00627,1.5047,1.44181,1.44997,1.47101,1.47311,1.46874,1.47109,1.46559,1.43855,1.39567,1.3472,1.30541,1.2771,1.25289,1.226,1.20574,1.20364,1.22661,1.28013,1.36818,1.49583,1.67084,1.90487,2.2176,2.64841,3.29811
regional_emissions,INDIA,2.77719,2.52484,2.71569,2.8107,2.90059,3.034,3.14813,3.18869,3.15713,3.05537,2.86248,2.58153,2.26081,1.93598,1.61379,1.30507,1.02787,0.801073,0.66232,0.650221,0.778393,1.06047,1.52577,2.21804,3.20491,4.62018,6.80535
regional_emissions,KOR,0.784572,0.588429,0.392286,0.302151,0.244288,0.1932,0.147533,0.106868,0.0714115,0.041119,0.0155053,-0.00554525,-0.0217967,-0.0335944,-0.041546,-0.0464085,-0.0491187,-0.0499888,-0.0481778,-0.0428317,-0.0337905,-0.0208284,-0.00318972,0.0204305,0.0521709,0.0963496,0.164275
regional_emissions,CHN,11.3913,8.54349,5.69566,3.44568,2.33511,1.3169,0.408707,-0.351577,-0.96856,-1.45861,-1.81254,-2.02536,-2.13173,-2.18269,-2.20396,-2.20611,-2.18482,-2.12765,-2.02831,-1.88384,-1.69205,-1.44786,-1.14056,-0.751125,-0.246543,0.439954,1.48314
regional_emissions,SEAS,1.51417,1.2909,1.35849,1.34474,1.27294,1.1734,1.09203,1.05217,1.01459,0.950853,0.882914,0.824496,0.749737,0.648818,0.557057,0.496412,0.452811,0.417088,0.401574,0.42045,0.478768,0.58106,0.736551,0.958758,1.26822,1.70507,2.37126
regional_emissions,INDO,1.63506,1.22629,1.12061,1.05057,0.964391,0.84458,0.728345,0.641375,0.568058,0.492445,0.408726,0.31923,0.234541,0.159789,0.093463,0.0351515,-0.0156318,-0.0579896,-0.0842403,-0.086061,-0.0607964,-0.00594383,0.0843313,0.218783,0.410784,0.686773,1.11452
regional_emissions,JAP,1.06462,0.798468,0.532312,0.266156,0.169484,0.124874,0.0834975,0.0437764,0.00495343,-0.0322052,-0.0652573,-0.0924772,-0.115048,-0.135456,-0.153559,-0.167977,-0.17894,-0.186585,-0.188583,-0.182292,-0.16686,-0.141389,-0.103706,-0.0504103,0.0238215,0.129536,0.293888
regional_emissions,OCE,0.388396,0.291297,0.194198,0.0970991,7.79285e-07,-0.0403553,-0.0700138,-0.0907694,-0.109508,-0.140807,-0.174742,-0.190913,-0.19767,-0.214236,-0.237701,-0.258138,-0.274649,-0.288176,-0.295919,-0.294653,-0.283472,-0.261528,-0.226708,-0.175798,-0.103748,-0.000480645,0.15988
regional_emissions,RSAS,0.417044,0.448677,0.530915,0.605401,0.682541,0.772017,0.87785,0.996522,1.10507,1.18592,1.24632,1.2946,1.32929,1.34866,1.35307,1.34446,1.33096,1.32562,1.34383,1.40241,1.51461,1.69345,1.95549,2.32266,2.82866,3.53801,4.61091
regional_emissions,RSAF,0.786528,0.610977,0.648205,0.907077,1.10807,0.997231,0.800599,0.632479,0.580039,0.609322,0.681122,0.758302,0.814111,0.83652,0.840208,0.838883,0.837434,0.842515,0.861679,0.902255,0.970544,1.07306,1.21774,1.41528,1.68262,2.05239,2.6052
baseline,CAN,0.511577,0.52167,0.547763,0.581413,0.594306,0.567937,0.542928,0.559884,0.600207,0.634257,0.647446,0.633692,0.605914,0.581114,0.573631,0.591655,0.62143,0.647458,0.669228,0.689289,0.707467,0.72308,0.736146,0.746839,0.755265,0.761405,0.764825
baseline,USA,5.39382,5.17224,4.9841,4.9472,5.01385,5.10596,5.18926,5.24312,5.2575,5.23023,5.18002,5.1344,5.13521,5.20926,5.30894,5.38353,5.44441,5.51187,5.57987,5.63841,5.68824,5.73203,5.76951,5.79994,5.8237,5.84107,5.85079
baseline,MEX,0.572878,0.588908,0.621429,0.675739,0.726442,0.750348,0.763798,0.788,0.824108,0.866544,0.902858,0.922819,0.931942,0.939962,0.957754,0.992513,1.03559,1.07654,1.11344,1.14649,1.17571,1.20103,1.22241,1.23986,1.25355,1.26354,1.26912
baseline,RCAM,0.302334,0.319572,0.339746,0.358329,0.384785,0.429758,0.494634,0.5762,0.662097,0.739931,0.806294,0.861178,0.909188,0.95474,0.996896,1.03446,1.07058,1.10808,1.14426,1.17588,1.2032,1.22708,1.24741,1.26394,1.27688,1.28633,1.29162
baseline,BRA,1.57743,1.61116,1.70202,1.91526,2.14246,2.25251,2.1973,1.97715,1.703,1.5032,1.46498,1.60748,1.71852,1.61376,1.45166,1.41593,1.44855,1.45611,1.44543,1.44164,1.44294,1.44258,1.44107,1.44019,1.43982,1.43947,1.4392
baseline,RSAM,1.38348,1.54193,1.63386,1.63938,1.7118,1.96297,2.16572,2.1061,1.96226,1.94931,2.03828,2.14532,2.21099,2.20343,2.17635,2.18657,2.21749,2.24131,2.25863,2.27551,2.29154,2.30508,2.31622,2.3254,2.33267,2.33797,2.3409
baseline,NAF,0.583268,0.654534,0.714995,0.759129,0.786486,0.803295,0.837452,0.912309,1.01137,1.11042,1.19415,1.25503,1.3078,1.36865,1.4373,1.50995,1.58509,1.66104,1.73289,1.79613,1.85112,1.89907,1.9398,1.97295,1.99892,2.01788,2.02848
baseline,WAF,1.817,2.71426,3.17501,2.8918,2.47973,2.52652,2.58774,2.2007,1.86176,2.12201,2.79241,3.55913,4.34925,5.15389,5.9795,6.83379,7.71426,8.60531,9.44903,10.1915,10.8368,11.3996,11.8777,12.2668,12.5716,12.7942,12.9186
baseline,EAF,0.283526,0.457412,0.583739,0.603844,0.57115,0.552883,0.559408,0.58963,0.653478,0.764594,0.940444,1.19516,1.5257,1.91392,2.29846,2.62812,2.93544,3.25834,3.57242,3.84619,4.08201,4.28835,4.46419,4.60716,4.71899,4.80068,4.84638
baseline,SAF,0.507151,0.55142,0.57351,0.580101,0.595682,0.639852,0.694836,0.738003,0.764661,0.775819,0.777349,0.775616,0.774099,0.77494,0.777805,0.781802,0.786265,0.790655,0.794725,0.798333,0.801493,0.80424,0.806568,0.808465,0.809952,0.811038,0.811644
baseline,WEU,3.13174,2.99797,2.88469,2.82868,2.8725,3.04096,3.28211,3.52721,3.71718,3.81997,3.90227,4.02298,4.1113,4.10354,4.09409,4.1809,4.31803,4.43935,4.54198,4.63614,4.72113,4.79424,4.8555,4.90562,4.94508,4.97384,4.98987
baseline,CEU,0.784933,0.762347,0.745368,0.763456,0.797259,0.8223,0.842412,0.86469,0.88096,0.882262,0.871783,0.853642,0.823541,0.780111,0.742087,0.726163,0.720734,0.711215,0.69938,0.689852,0.682297,0.675473,0.669484,0.664666,0.660943,0.658211,0.656672
baseline,TUR,0.435783,0.492239,0.52996,0.54215,0.545496,0.558791,0.585767,0.624143,0.66265,0.69081,0.710299,0.725765,0.741595,0.759477,0.770554,0.767166,0.756966,0.749101,0.743378,0.737799,0.732507,0.728035,0.724354,0.721323,0.718919,0.717171,0.716201
baseline,UKR,0.403864,0.401692,0.415451,0.46025,0.50401,0.516025,0.518264,0.535479,0.550878,0.544911,0.528551,0.516616,0.508792,0.502243,0.499172,0.501742,0.50692,0.511233,0.514668,0.517894,0.520866,0.523404,0.525515,0.527246,0.528614,0.52961,0.530164
baseline,STAN,0.485141,0.518309,0.546231,0.555222,0.543363,0.51735,0.506576,0.531946,0.557733,0.553108,0.563493,0.629965,0.69998,0.717489,0.70605,0.700334,0.699875,0.697421,0.693701,0.690867,0.688762,0.68681,0.685057,0.683658,0.682587,0.681799,0.681353
baseline,RUS,1.8782,1.99533,2.08462,2.12199,2.11877,2.0949,2.06921,2.05925,2.07853,2.12469,2.13591,2.06453,1.97899,1.95072,1.94692,1.92212,1.88422,1.85038,1.82151,1.79511,1.77135,1.75089,1.73373,1.71969,1.70865,1.70059,1.6961
baseline,ME,2.00627,2.10534,2.21721,2.39215,2.58611,2.74985,2.90768,3.08874,3.2679,3.41487,3.53286,3.63707,3.7568,3.91259,4.07565,4.21567,4.34561,4.48237,4.61556,4.73161,4.83153,4.91897,4.99351,5.0541,5.10149,5.13611,5.15548
baseline,INDIA,2.77719,3.39385,3.97614,4.48822,5.05754,5.80403,6.65448,7.51087,8.36932,9.22429,9.96951,10.5163,10.9464,11.3496,11.6761,11.8729,12.0136,12.1787,12.3511,12.4977,12.6211,12.73,12.8236,12.8994,12.9586,13.0018,13.0261
baseline,KOR,0.784572,0.832646,0.861087,0.859126,0.839708,0.818114,0.795251,0.768958,0.739179,0.705927,0.667399,0.622893,0.577913,0.538754,0.508661,0.48843,0.472114,0.45394,0.435566,0.419764,0.406328,0.394514,0.3844,0.37619,0.369781,0.365095,0.362471
baseline,CHN,11.3913,12.3409,12.977,13.2454,13.25,13.1047,12.805,12.3279,11.6962,10.9412,10.0828,9.1585,8.28772,7.58632,7.07358,6.72509,6.43847,6.12182,5.80336,5.52898,5.29528,5.08992,4.91421,4.77156,4.66017,4.57874,4.53315
baseline,SEAS,1.51417,1.81039,2.07059,2.22389,2.28259,2.2905,2.33417,2.47726,2.64915,2.77619,2.90709,3.08594,3.2161,3.21587,3.20421,3.30573,3.46719,3.60977,3.73018,3.84072,3.94056,4.02642,4.09835,4.1572,4.20355,4.23733,4.25615
baseline,INDO,1.63506,1.70037,1.76219,1.8435,1.8944,1.87365,1.84736,1.88564,1.96713,2.04999,2.10178,2.1055,2.09651,2.11158,2.14079,2.16703,2.19098,2.21636,2.24117,2.26276,2.28133,2.29758,2.31144,2.32271,2.33152,2.33795,2.34156
baseline,JAP,1.06462,1.01508,0.976594,0.95715,0.954205,0.962775,0.978633,0.996282,1.00439,0.993171,0.964772,0.926124,0.891273,0.87163,0.860933,0.850437,0.839121,0.827853,0.81731,0.807993,0.799861,0.792781,0.786775,0.781883,0.77805,0.775252,0.773688
baseline,OCE,0.388396,0.370183,0.367532,0.419941,0.489457,0.527619,0.521411,0.478493,0.453802,0.489184,0.526855,0.508869,0.476266,0.478661,0.500997,0.518489,0.532114,0.547517,0.563232,0.576705,0.588126,0.59818,0.606796,0.613788,0.619243,0.623233,0.625467
baseline,RSAS,0.417044,0.539085,0.668519,0.798955,0.944922,1.12495,1.35264,1.63227,1.93571,2.23669,2.54868,2.88994,3.25806,3.64735,4.0597,4.49668,4.95106,5.40943,5.84242,6.22377,6.55551,6.84473,7.09033,7.29027,7.44687,7.56123,7.62514
baseline,RSAF,0.786528,0.718094,0.787644,1.13764,1.43626,1.3616,1.10586,0.936728,0.909927,1.01939,1.22387,1.47408,1.72357,1.94114,2.15382,2.39309,2.65,2.90621,3.14617,3.35816,3.5431,3.70417,3.84081,3.95208,4.03928,4.10294,4.13851
relative_abatement,CAN,0,0.264511,0.53303,0.699539,0.752484,0.799265,0.840535,0.875603,0.907283,0.938663,0.969651,0.999318,1.02654,1.05034,1.07065,1.08749,1.09999,1.10666,1.10528,1.094,1.07221,1.03901,0.992295,0.928662,0.842358,0.721761,0.536864
relative_abatement,USA,0,0.217869,0.458897,0.727431,0.874468,0.919491,0.957961,0.990882,1.01947,1.04482,1.06666,1.08441,1.09802,1.10753,1.113,1.11442,1.11152,1.10362,1.08937,1.06747,1.03723,0.997607,0.946648,0.881158,0.795693,0.679357,0.504154
relative_abatement,MEX,0,0.270416,0.523925,0.592778,0.654127,0.712627,0.770108,0.826564,0.881425,0.934252,0.984896,1.03314,1.07856,1.12067,1.15882,1.19225,1.22,1.24054,1.25053,1.24708,1.22964,1.19744,1.14808,1.07763,0.979528,0.840377,0.625319
relative_abatement,RCAM,0,0.290455,0.398737,0.464165,0.524578,0.583728,0.6428,0.701636,0.76007,0.818027,0.875213,0.931167,0.985266,1.03682,1.08513,1.12935,1.168,1.19898,1.21857,1.22365,1.21377,1.18825,1.14465,1.07892,0.984402,0.847411,0.632339
relative_abatement,BRA,0,0.265701,0.5366,0.794098,0.971172,1.04577,1.11897,1.19204,1.26332,1.33034,1.39178,1.4471,1.49908,1.55071,1.59865,1.63831,1.67064,1.69665,1.71137,1.70927,1.68886,1.64871,1.58493,1.49149,1.35893,1.16828,0.870616
relative_abatement,RSAM,0,0.327066,0.576621,0.789023,0.965951,1.0508,1.13292,1.21553,1.29677,1.37324,1.44436,1.51075,1.57322,1.63203,1.68518,1.73049,1.76796,1.79676,1.81195,1.80873,1.78595,1.74223,1.67379,1.5745,1.43445,1.23358,0.920019
relative_abatement,NAF,0,0.177262,0.216136,0.251492,0.2837,0.314481,0.344555,0.373979,0.402721,0.430685,0.457285,0.481968,0.504559,0.524878,0.542695,0.557826,0.570142,0.579115,0.583121,0.580718,0.571654,0.555592,0.531445,0.497416,0.450558,0.384858,0.284707
relative_abatement,WAF,0,0.208921,0.260307,0.310356,0.360412,0.412723,0.468798,0.529101,0.592778,0.658516,0.72541,0.792666,0.858845,0.922843,0.98443,1.04242,1.09207,1.12903,1.1508,1.15625,1.1459,1.11961,1.07562,1.01055,0.918468,0.786956,0.5837
relative_abatement,EAF,0,0.147575,0.182435,0.21696,0.252328,0.290308,0.331458,0.375611,0.422525,0.471862,0.523058,0.575327,0.627466,0.678648,0.728968,0.77754,0.820015,0.852382,0.872514,0.879438,0.873587,0.854917,0.822129,0.772725,0.702271,0.601424,0.445692
relative_abatement,SAF,0,0.310211,0.514679,0.586137,0.648347,0.704651,0.757179,0.806907,0.854252,0.899553,0.942579,0.98284,1.01969,1.05239,1.0804,1.10349,1.12208,1.13577,1.1416,1.1366,1.11988,1.09042,1.04573,0.981948,0.892818,0.765897,0.569266
relative_abatement,WEU,0,0.216537,0.457181,0.559712,0.605723,0.647076,0.685492,0.721396,0.755446,0.788159,0.818607,0.845747,0.869809,0.891166,0.909554,0.924576,0.935778,0.942235,0.941894,0.932913,0.914755,0.886682,0.846917,0.792564,0.718779,0.615741,0.457953
relative_abatement,CEU,0,0.22778,0.473459,0.569417,0.628145,0.679869,0.726885,0.770491,0.812373,0.853893,0.89358,0.929521,0.961433,0.989311,1.01296,1.03222,1.04746,1.05849,1.06255,1.05669,1.03999,1.01151,0.968994,0.908897,0.825595,0.707801,0.526252
relative_abatement,TUR,0,0.309486,0.36844,0.419323,0.463741,0.504706,0.543478,0.580227,0.615013,0.647924,0.678713,0.707037,0.732696,0.755449,0.774939,0.790878,0.803267,0.811627,0.813907,0.808162,0.793922,0.770622,0.736724,0.689725,0.625502,0.535632,0.398107
relative_abatement,UKR,0,0.245943,0.368221,0.426628,0.478148,0.525116,0.569431,0.61196,0.653788,0.695669,0.735484,0.771038,0.802706,0.831143,0.855892,0.876479,0.893317,0.906294,0.912875,0.910456,0.898345,0.875801,0.840876,0.790482,0.719679,0.618503,0.461091
